Community,Node,type,country,neighbor_count,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event,Suspicion rate
2,06430a2c-805a-4a76-bbda-2a24c0c860d7,location,Unknown,1.0,0,1,0.82301563,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,48.50%
3,228,political_organization,Unknown,5.0,0,5,0.844342606,5,5,5,0,0,0,0,1,1,0,0,3,0,0,0,32.67%
3,37e46ce7-3cfa-4805-a254-5549adf19805,location,Unknown,5.0,1,4,0.849289196,5,5,0,0,0,5,0,0,1,1,3,0,0,0,0,16.83%
3,Scott Mays,person,Country_552976,2.0,2,0,0.8879673299999999,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,22.00%
3,b4caf8cd-dbc7-4c99-9f2b-de407274c08b,location,Unknown,4.0,2,2,0.84232292,4,4,0,0,0,4,0,0,1,0,3,0,0,0,0,6.17%
3,e167b40a-96f4-40e0-873b-78950e4434f4,location,Unknown,4.0,0,4,0.874674865,4,4,0,0,0,4,0,0,1,2,0,1,0,0,0,32.67%
3,410af01b-a5fb-4d6c-946d-a48fea30332b,location,Unknown,4.0,4,0,0.8356193999999999,4,4,0,0,0,4,0,0,1,0,3,0,0,0,0,22.00%
3,27641046,organization,Unknown,2.0,0,2,0.83076909,2,2,0,0,0,2,0,0,1,0,0,1,0,0,0,32.38%
3,88149,political_organization,Unknown,5.0,2,3,0.873227958,5,5,0,1,0,4,0,2,1,0,2,0,0,0,0,16.83%
3,38b72863-eaf3-4270-a213-d9ddaee2c6cb,location,Unknown,4.0,3,1,0.838915175,4,4,0,0,0,4,0,0,1,0,3,0,0,0,0,6.17%
3,22150,political_organization,Unknown,4.0,4,0,0.8833664575,4,4,4,0,0,0,0,0,1,0,0,3,0,0,0,22.00%
3,Jennifer Price,person,Country_271835,4.0,0,4,0.90644464,4,4,0,0,1,3,0,4,0,0,0,0,0,0,0,32.67%
3,8609,organization,Unknown,3.0,1,2,0.8807457666666666,3,3,2,0,1,0,1,2,0,0,0,0,0,0,0,29.17%
3,Belgian Scallop Ltd. Liability Co,company,Country_271835,3.0,0,3,0.8866028,3,3,0,2,0,1,0,2,0,0,1,0,0,0,0,32.67%
3,959,organization,Unknown,2.0,2,0,0.88565463,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,34.33%
3,5705060,organization,Unknown,1.0,0,1,0.8766352,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,60.83%
3,arts,event,Unknown,2.0,0,2,0.906202135,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,32.67%
3,Christine Robinson,person,Country_271835,1.0,1,0,0.82753474,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,37.83%
3,6d249c4d-1f62-4ab2-b107-8fd978f115c7,location,Unknown,2.0,0,2,0.83586535,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,32.67%
3,259e9338-b33e-4dc7-843a-96a720d22d9b,location,Unknown,3.0,3,1,0.904250215,3,4,0,0,1,3,2,0,2,0,0,0,0,0,0,6.17%
3,48605,organization,Unknown,5.0,0,5,0.89472717,5,5,0,0,1,4,0,2,0,2,0,0,0,0,1,38.83%
3,63,political_organization,Unknown,7.0,2,5,0.8477923657142857,7,7,5,0,2,0,0,3,1,0,0,3,0,0,0,16.83%
3,218,political_organization,Unknown,5.0,4,1,0.845251964,5,5,4,1,0,0,0,1,1,0,0,3,0,0,0,6.17%
3,ec1b111d-b9eb-4eef-ab00-ff7124cca480,location,Unknown,3.0,0,3,0.8525649333333334,3,3,0,0,2,1,0,3,0,0,0,0,0,0,0,32.67%
3,Ms. Jenna Gonzalez MD,person,Country_552976,1.0,1,0,0.9446956,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,37.83%
3,Daniel Pruitt,person,Rio Isla,7.0,1,7,0.85352759125,7,8,3,1,1,3,0,4,2,1,0,0,0,0,1,16.83%
3,85052185,organization,Unknown,2.0,0,2,0.9301377,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,45.00%
3,Gregory Moore,person,Country_271835,1.0,1,0,0.8239128,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,37.83%
3,Robert Chang,person,Country_271835,1.0,0,1,0.90853083,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,48.50%
3,878521,political_organization,Unknown,2.0,0,2,0.88260015,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,32.67%
3,92616021,political_organization,Unknown,2.0,0,2,0.898469935,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,32.67%
3,Hannah Little,person,Country_271835,4.0,4,0,0.8779354500000001,4,4,3,0,1,0,0,0,1,1,0,1,0,0,1,22.00%
3,Fridayâs,event,Unknown,4.0,3,1,0.87634849,4,4,4,0,0,0,0,0,1,2,0,1,0,0,0,6.17%
3,Deep Sea Atlantic NV,Uncategorized,Unknown,3.0,2,1,0.8624883533333333,3,3,1,0,0,2,0,1,0,0,2,0,0,0,0,6.17%
3,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,location,Unknown,3.0,1,2,0.8688290333333333,3,3,0,0,0,3,0,1,1,0,1,0,0,0,0,16.83%
3,cdc89aad-5d8c-48bf-b155-81d2a932782b,location,Unknown,5.0,0,5,0.8573196700000001,5,5,1,1,0,3,0,2,1,0,2,0,0,0,0,32.67%
3,0a715a76-de97-4cc3-80a3-4dcbfa740079,location,Unknown,2.0,2,0,0.81770105,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22.00%
3,25a765f4-b6d0-4588-9a7a-0798de847cfd,location,Unknown,3.0,1,2,0.8287269,3,3,3,0,0,0,0,1,0,0,2,0,0,0,0,16.83%
3,416dab02-bf67-48af-a99b-c691339dc5e0,location,Unknown,3.0,0,3,0.8417557999999999,3,3,3,0,0,0,0,1,0,0,2,0,0,0,0,32.67%
3,Michelle Campbell,person,Country_271835,1.0,1,0,0.8868583,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,37.83%
3,whales,vessel,Unknown,3.0,0,3,0.8812603666666666,3,3,0,0,0,3,0,0,1,1,0,0,1,0,0,32.67%
3,92a375a3-0c31-494e-9a56-eeabe3750d90,location,Unknown,2.0,2,0,0.83573639,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,22.00%
3,59600,political_organization,Unknown,2.0,0,2,0.88361435,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,32.67%
3,91810266,organization,Unknown,1.0,1,0,0.9053821,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,50.17%
3,Makayla Anderson,person,Country_271835,5.0,3,3,0.8591496983333333,5,6,1,0,0,5,0,2,1,0,3,0,0,0,0,6.17%
3,1dfb2440-85dc-4f0c-914f-e18498e6cd1b,location,Unknown,4.0,3,2,0.859834998,4,5,2,0,0,3,0,1,1,3,0,0,0,0,0,6.17%
3,80737369,organization,Unknown,7.0,1,6,0.85767756,7,7,2,0,0,5,0,1,1,2,2,0,1,0,0,10.67%
3,Image ArtTower,Uncategorized,Unknown,2.0,2,0,0.8838509,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,34.33%
3,6064a564-2a82-44b7-8614-3a33f25e41ba,location,Unknown,1.0,1,0,0.8137396,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,37.83%
3,653505420,political_organization,Unknown,1.0,0,1,0.82495403,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,48.50%
3,3cda9d0b-77af-4e85-bef8-e935ca55ea06,location,Unknown,3.0,0,3,0.9040890833333334,3,3,0,0,3,0,1,2,0,0,0,0,0,0,0,32.67%
3,426469,organization,Unknown,5.0,2,3,0.8881696800000001,5,5,1,0,2,2,1,2,1,0,0,1,0,0,0,16.55%
3,865275,organization,Unknown,14.0,7,10,0.8824607964705882,14,17,0,3,8,6,1,9,3,3,1,0,0,0,0,10.67%
3,1576352,organization,Unknown,8.0,8,0,0.912490725,8,8,8,0,0,0,0,4,0,2,0,2,0,0,0,15.55%
3,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2,location,Unknown,1.0,1,0,0.9289241,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,37.83%
3,W Appliance,Uncategorized,Unknown,7.0,5,2,0.8776135385714285,7,7,3,1,0,3,0,2,0,2,1,1,0,0,1,0.00%
3,aea12579-8802-4b2d-b432-fc35fe4d10d5,location,Unknown,6.0,3,3,0.8414090483333334,6,6,0,0,1,5,0,2,1,1,2,0,0,0,0,6.17%
3,Tanzania,Uncategorized,Unknown,11.0,2,9,0.8567295518181818,11,11,0,0,4,7,1,2,1,2,5,0,0,0,0,16.83%
3,5469,organization,Unknown,3.0,3,0,0.9191863866666666,3,3,0,2,0,1,0,2,1,0,0,0,0,0,0,34.33%
3,ðªðª,Uncategorized,Unknown,3.0,2,1,0.9078856533333334,3,3,0,1,1,1,0,3,0,0,0,0,0,0,0,18.50%
3,938816,organization,Unknown,3.0,1,2,0.9164402666666668,3,3,0,2,1,0,0,2,1,0,0,0,0,0,0,29.17%
3,8412071,organization,Unknown,5.0,1,5,0.9100438316666666,5,6,0,1,3,2,0,6,0,0,0,0,0,0,0,29.17%
3,132,organization,Unknown,8.0,4,5,0.8698943055555556,8,9,2,7,0,0,0,7,2,0,0,0,0,0,0,18.50%
3,888,political_organization,Unknown,2.0,2,0,0.8396898349999999,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,22.00%
3,HMS Medway,vessel,Unknown,2.0,2,0,0.86018348,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,22.00%
3,55,organization,Unknown,7.0,3,4,0.8395573257142857,7,7,2,0,4,1,1,3,0,0,1,2,0,0,0,0.00%
3,854,organization,Unknown,3.0,3,0,0.8626535533333334,3,3,0,3,0,0,0,2,1,0,0,0,0,0,0,34.33%
3,5848,organization,Unknown,5.0,5,1,0.8880519583333334,5,6,4,0,0,2,0,6,0,0,0,0,0,0,0,18.50%
3,60806,organization,Unknown,9.0,6,3,0.8459494833333333,9,9,1,0,3,5,1,4,2,0,2,0,0,0,0,6.17%
3,95,organization,Unknown,27.0,17,17,0.8837881902941177,27,34,3,5,23,3,5,19,3,1,4,1,0,0,1,0.00%
3,924,organization,Unknown,13.0,8,6,0.744832132142857,13,14,1,5,6,2,3,7,0,2,1,0,1,0,0,6.17%
3,Ashley Davis,person,Syrithania,2.0,1,1,0.84473362,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,6.17%
3,144431,organization,Unknown,2.0,1,1,0.862526985,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,6.17%
3,955425,organization,Unknown,2.0,0,2,0.8177113,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,32.38%
3,439861274,organization,Unknown,5.0,4,3,0.9400476414285712,5,7,0,0,5,2,0,6,0,1,0,0,0,0,0,12.33%
3,2262,organization,Unknown,55.0,32,36,0.8737936042647059,55,68,11,6,36,15,8,37,9,9,3,2,0,0,0,3.22%
3,908724,organization,Unknown,5.0,5,0,0.861224668,5,5,2,0,0,3,0,2,0,1,2,0,0,0,0,15.83%
3,Brian Williams,person,Country_271835,3.0,3,0,0.9575094933333334,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,22.00%
3,883320938,organization,Unknown,2.0,2,0,0.8770833,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,34.33%
3,ânecessaryâ,Uncategorized,Unknown,2.0,1,2,0.9036052866666666,2,3,0,0,3,0,0,3,0,0,0,0,0,0,0,29.17%
3,2030â,Uncategorized,Unknown,3.0,3,0,0.9121864133333334,3,3,0,0,0,3,0,2,0,1,0,0,0,0,0,28.17%
3,Spencer King,person,Country_271835,5.0,3,2,0.8767373920000001,5,5,0,1,1,3,0,2,2,1,0,0,0,0,0,6.17%
3,164575,organization,Unknown,3.0,1,2,0.9051059333333334,3,3,0,1,0,2,0,1,1,1,0,0,0,0,0,23.00%
3,oceanâs,vessel,Unknown,6.0,5,1,0.8722460999999999,6,6,0,2,0,4,0,2,2,0,1,0,1,0,0,6.17%
3,Caribbean,Uncategorized,Unknown,20.0,4,16,0.8414634370000001,20,20,6,0,3,11,1,7,1,4,3,4,0,0,0,0.00%
3,Kristen Martin,person,Country_271835,5.0,3,2,0.879524522,5,5,1,0,3,1,1,2,1,1,0,0,0,0,0,6.17%
3,71755,organization,Unknown,5.0,5,0,0.8727190979999999,5,5,0,0,4,1,0,4,0,0,1,0,0,0,0,22.00%
3,Reunion,Uncategorized,Unknown,3.0,3,0,0.85302802,3,3,0,0,1,2,0,0,1,0,2,0,0,0,0,22.00%
3,84,organization,Unknown,6.0,4,2,0.8691676583333333,6,6,4,1,1,0,1,1,1,1,0,2,0,0,0,0.00%
3,Kimberly Palmer,person,Country_271835,3.0,3,1,0.8575399625,3,4,0,2,2,0,1,3,0,0,0,0,0,0,0,6.17%
3,Oceanfront Oasis Inc Carriers,Uncategorized,Unknown,4.0,4,0,0.7350099625,4,4,1,0,2,1,0,4,0,0,0,0,0,0,0,34.33%
3,494197,organization,Unknown,2.0,2,0,0.92489392,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,34.33%
3,733,organization,Unknown,7.0,5,2,0.8488495571428573,7,7,6,0,1,0,0,3,0,1,1,2,0,0,0,0.00%
3,3785,organization,Unknown,2.0,2,0,0.8882108200000001,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,34.33%
3,15785056,organization,Unknown,2.0,2,0,0.8316428250000001,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,34.33%
3,97,organization,Unknown,8.0,4,5,0.85114255,8,9,1,1,3,4,1,5,0,2,1,0,0,0,0,0.00%
3,6889326,political_organization,Unknown,1.0,1,0,0.82337284,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,37.83%
3,âGenev,Uncategorized,Unknown,2.0,2,0,0.52247545,2,2,1,0,0,1,0,2,0,0,0,0,0,0,0,34.33%
3,Andrea Hansen,person,Country_271835,2.0,2,0,0.87182705,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,22.00%
4,24189,organization,Unknown,2.0,0,2,0.83184918,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,38.83%
4,Christopher Hernandez,person,Country_271835,2.0,0,2,0.90838,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,32.67%
4,8732,organization,Unknown,2.0,0,2,0.92145461,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,45.00%
4,44396,organization,Unknown,2.0,1,1,0.921125685,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,18.50%
4,Erica Cisneros,person,Country_990614,4.0,1,3,0.8895527575,4,4,1,1,2,0,0,2,0,2,0,0,0,0,0,16.83%
4,Meghan Kim,person,Country_271835,1.0,1,0,0.92096317,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,37.83%
4,313441257,organization,Unknown,2.0,1,1,0.884340025,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0.00%
4,Philip Black,person,Country_271835,2.0,0,2,0.8602260500000001,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,32.67%
4,Anthony Le,person,Marebak,3.0,0,3,0.8527003033333332,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,32.67%
4,9345,political_organization,Unknown,14.0,1,13,0.8971235985714286,14,14,3,0,1,10,0,3,2,6,2,0,0,0,1,32.67%
4,Matthew White,person,Oceanus,2.0,2,0,0.81873885,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,22.00%
4,20,political_organization,Unknown,6.0,0,6,0.86239798,6,6,0,5,0,1,1,5,0,0,0,0,0,0,0,32.67%
4,74211169,organization,Unknown,1.0,1,0,0.89405006,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,37.55%
4,7810241,organization,Unknown,1.0,1,0,0.83820474,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,37.55%
4,34487,organization,Unknown,2.0,1,1,0.80786487,2,2,0,2,0,0,0,1,0,0,0,1,0,0,0,5.88%
4,3553,organization,Unknown,1.0,0,1,0.8315475,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,60.83%
4,Sampath,Uncategorized,Unknown,2.0,0,2,0.88476407,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,45.00%
4,Anna Johnson,person,Country_271835,2.0,0,2,0.870765955,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,32.67%
4,Michele Black,person,Oceanus,19.0,1,20,0.8680400919047618,19,21,0,2,10,9,1,4,3,10,1,0,0,0,2,32.67%
4,Stephanie Thompson,person,Country_271835,2.0,2,0,0.8528522700000001,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,22.00%
4,06c85abe-f160-4a9f-bfb2-d58099a6be80,location,Unknown,6.0,3,3,0.8706689216666667,6,6,1,0,0,5,0,4,0,1,0,1,0,0,0,6.17%
4,Tonya Key,person,Country_699698,1.0,1,0,0.82031506,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,37.83%
4,Jo Francis,person,Country_271835,2.0,1,1,0.849060805,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,6.17%
4,33681303,organization,Unknown,9.0,4,5,0.9184997266666666,9,9,0,3,0,6,0,2,2,2,1,1,0,0,1,0.00%
4,Hang,vessel,Unknown,2.0,1,1,0.88793565,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,6.17%
4,fc4e853f-6e18-4631-bf95-f70d6a30579f,location,Unknown,18.0,0,20,0.8743340865,18,20,5,7,3,5,0,1,5,12,0,0,0,0,2,32.67%
4,135338,organization,Unknown,7.0,7,0,0.8509315528571427,7,7,0,0,0,7,0,1,2,1,2,1,0,0,0,3.22%
4,âbelieve,event,Unknown,3.0,3,0,0.8801414366666668,3,3,0,3,0,0,0,0,0,2,1,0,0,0,0,22.00%
4,Dr. Daniel Massey,person,Country_271835,3.0,2,1,0.9004672033333332,3,3,2,0,1,0,0,0,0,1,1,0,0,0,1,6.17%
4,âWhatâs,event,Unknown,3.0,3,0,0.9082096333333332,3,3,3,0,0,0,0,0,0,2,1,0,0,0,0,22.00%
4,Brett Williams,person,Country_271835,6.0,3,4,0.8713106814285713,6,7,0,0,4,3,0,1,3,2,1,0,0,0,0,6.17%
4,Easterlingsâ,Uncategorized,Unknown,3.0,2,2,0.9029228325,3,4,1,0,1,2,0,0,0,3,1,0,0,0,0,0.00%
4,Seth Peters,person,Country_271835,3.0,3,0,0.9209803233333332,3,3,2,0,1,0,0,0,1,1,1,0,0,0,0,22.00%
4,6980,organization,Unknown,11.0,3,9,0.8293623466666666,11,12,2,5,0,5,0,4,2,4,2,0,0,0,0,10.67%
4,Courtney Evans,person,Country_483478,3.0,0,3,0.8815438800000001,3,3,0,2,1,0,0,0,2,1,0,0,0,0,0,32.67%
4,hi xng BV Carriers,company,Oceanus,2.0,1,1,0.841529975,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,18.50%
4,Mexicoâs YucatÃ,Uncategorized,Unknown,2.0,1,1,0.90826405,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,18.50%
4,1196cfc8-175c-465b-aee9-fbf74c81aa49,location,Unknown,2.0,0,2,0.914378575,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,32.67%
4,Judy Johns,person,Country_271835,2.0,1,1,0.909280785,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,6.17%
4,60017,organization,Unknown,4.0,4,0,0.932913865,4,4,0,0,0,4,0,1,2,0,0,1,0,0,0,21.72%
4,Kristine Vaughn,person,Oceanus,5.0,0,5,0.87145551,5,5,0,1,3,1,0,2,0,3,0,0,0,0,0,32.67%
4,496391,organization,Unknown,2.0,0,2,0.93613737,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,45.00%
4,Ms. Brittany Murray,person,Country_271835,2.0,2,0,0.88706105,2,2,0,0,0,2,0,1,0,0,1,0,0,0,0,22.00%
4,482048,organization,Unknown,1.0,1,0,0.86386627,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,44.00%
4,3528,organization,Unknown,2.0,1,1,0.8434582500000001,2,2,0,1,0,1,0,2,0,0,0,0,0,0,0,18.50%
4,43247945,organization,Unknown,2.0,2,0,0.8378642700000001,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,34.33%
4,Dylan Roberts,person,Country_271835,2.0,0,2,0.87721165,2,2,0,0,0,2,0,1,0,0,0,0,1,0,0,32.67%
4,Hannah Taylor,person,Country_271835,3.0,2,1,0.84533881,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,6.17%
4,William Gray,person,Country_271835,6.0,3,3,0.8621275083333333,6,6,0,0,2,4,1,2,1,2,0,0,0,0,0,6.17%
4,Kevin Burnett,person,Country_271835,4.0,4,1,0.8522339800000001,4,5,2,2,1,0,0,1,2,1,1,0,0,0,0,6.17%
4,âSay,event,Unknown,3.0,3,0,0.8720584100000001,3,3,0,0,0,3,0,0,0,2,1,0,0,0,0,22.00%
4,Amanda Scott,person,Polarisdom,2.0,1,1,0.83681592,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,6.17%
4,Estrella del Mar Inc Merchants,company,Polarisdom,1.0,0,1,0.8606569,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,60.83%
4,7ed038cd-64da-492f-a338-5c4636b91a2b,location,Unknown,3.0,1,2,0.91372367,3,3,2,0,0,1,0,1,1,1,0,0,0,0,0,16.83%
4,80774,organization,Unknown,2.0,2,0,0.90965816,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,22.00%
4,828063,political_organization,Unknown,8.0,1,7,0.8456825312499999,8,8,2,1,2,3,1,3,0,3,1,0,0,0,0,16.83%
4,Nicholas Nguyen,person,Country_271835,2.0,0,2,0.8305582499999999,2,2,0,0,0,2,0,1,0,0,0,0,0,0,1,32.67%
4,James Thomas,person,Country_271835,2.0,0,2,0.8491655,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,32.67%
4,d37a5a00-fca1-4753-890c-6975c311dc3f,location,Unknown,3.0,0,3,0.8701240800000001,3,3,0,2,0,1,0,1,2,0,0,0,0,0,0,32.67%
4,b9faf7c4-f237-4112-91bd-71fa0cf8571a,location,Unknown,3.0,2,1,0.9001262533333333,3,3,0,0,1,2,0,1,2,0,0,0,0,0,0,6.17%
4,95850,organization,Unknown,2.0,0,2,0.892521,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,38.83%
4,decfc924-5bdc-4fba-8bbd-bb57d8d478d9,location,Unknown,2.0,0,2,0.8413460800000001,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,32.67%
4,Danny Walker,person,Country_532332,2.0,1,1,0.8514794,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,6.17%
4,45310570,political_organization,Unknown,2.0,0,2,0.850531675,2,2,1,0,0,1,0,0,0,2,0,0,0,0,0,32.67%
4,Aaron Cruz,person,Country_271835,2.0,1,1,0.854121895,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,6.17%
4,6071877,organization,Unknown,2.0,0,2,0.86169362,2,2,0,0,2,0,0,0,0,1,1,0,0,0,0,32.67%
4,93ac5fec-5f52-4431-a3ff-91430a8062f6,location,Unknown,2.0,1,1,0.8241619,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,6.17%
4,Finest Ltd. Liability Co United,Uncategorized,Unknown,8.0,0,8,0.8741842525,8,8,1,0,3,4,2,2,2,2,0,0,0,0,0,38.83%
4,Savaneta Corporation Marine life,Uncategorized,Unknown,3.0,0,3,0.8828922566666666,3,3,0,2,0,1,0,0,0,3,0,0,0,0,0,38.83%
4,Ocean Packers,Uncategorized,Unknown,1.0,0,1,0.8177624,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,60.83%
4,Kores De Venezuela C A,Uncategorized,Unknown,3.0,0,3,0.8236968133333334,3,3,0,0,1,2,0,0,0,3,0,0,0,0,0,38.83%
4,W&O Supply,Uncategorized,Unknown,6.0,0,6,0.8597076416666667,6,6,0,1,1,4,0,1,1,3,1,0,0,0,0,26.50%
4,2633692,political_organization,Unknown,5.0,2,3,0.8445055180000001,5,5,0,0,0,5,0,1,0,0,4,0,0,0,0,16.83%
4,Paul Hoover,person,Country_532332,3.0,3,0,0.8718851133333333,3,3,0,0,2,1,0,1,0,2,0,0,0,0,0,22.00%
4,813be272-d3de-43c9-90be-ab14231fcf17,location,Unknown,3.0,1,2,0.83691001,3,3,0,1,0,2,0,0,0,2,0,0,0,0,1,16.83%
4,218148,organization,Unknown,1.0,0,1,0.862692,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,54.67%
4,Rebecca Walker,person,Country_271835,2.0,2,0,0.8423561500000001,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,22.00%
4,Scott Simpson,person,Oceanus,3.0,2,1,0.8931450466666666,3,3,0,0,2,1,0,0,1,2,0,0,0,0,0,6.17%
4,3857345,organization,Unknown,2.0,0,2,0.911520775,2,2,0,0,1,1,0,0,0,1,1,0,0,0,0,26.50%
4,203,organization,Unknown,3.0,0,3,0.9315851133333334,3,3,0,3,0,0,0,1,0,2,0,0,0,0,0,45.00%
4,221942,political_organization,Unknown,2.0,0,2,0.90660915,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,32.67%
4,Benjamin Barton,person,Country_271835,2.0,0,2,0.83997827,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,32.67%
4,William Lopez,person,Country_271835,3.0,3,0,0.85394045,3,3,0,0,0,3,0,1,0,0,1,1,0,0,0,22.00%
4,Warren Schwartz,person,Country_271835,3.0,1,2,0.8670245233333334,3,3,0,3,0,0,0,1,1,0,0,1,0,0,0,16.83%
4,MAT,Uncategorized,Unknown,7.0,3,4,0.8746388057142858,7,7,2,2,1,2,0,3,2,1,1,0,0,0,0,6.17%
4,13249468,organization,Unknown,2.0,0,2,0.87857738,2,2,0,0,0,2,0,1,0,0,0,0,1,0,0,45.00%
4,Robert Goodman,person,Country_271835,1.0,0,1,0.9462408,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,48.50%
4,22 Raptor,Uncategorized,Unknown,5.0,5,0,0.8845735079999999,5,5,0,2,3,0,1,0,1,2,1,0,0,0,0,22.00%
4,East,Uncategorized,Unknown,2.0,1,1,0.830321925,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0,18.50%
4,76030,organization,Unknown,1.0,0,1,0.8067582,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,54.67%
4,James Stewart,person,Country_271835,2.0,2,1,0.8479444100000001,2,3,0,0,0,3,0,2,0,0,1,0,0,0,0,6.17%
4,William Palmer,person,Oceanus,3.0,2,1,0.8771291333333333,3,3,0,3,0,0,0,1,1,0,1,0,0,0,0,6.17%
4,7311cf88-bac1-4ac9-a0d2-c55c02497944,location,Unknown,3.0,0,3,0.8989879166666667,3,3,0,3,0,0,0,1,1,1,0,0,0,0,0,32.67%
4,Mrs. Katherine Clark,person,Country_271835,4.0,0,4,0.8776775625000001,4,4,0,0,3,1,0,1,0,3,0,0,0,0,0,32.67%
4,798,organization,Unknown,1.0,0,1,0.83239913,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,54.67%
4,Gerald Washington,person,Country_271835,4.0,3,1,0.8925371025,4,4,0,0,0,4,0,0,2,0,0,1,0,0,1,6.17%
4,Mar de la Vida OJSC,Uncategorized,Unknown,15.0,5,12,0.8632153417647058,15,17,1,4,2,10,0,3,3,7,2,1,0,0,1,0.00%
4,Jessica Kelly,person,Country_271835,3.0,3,0,0.9082216233333332,3,3,0,0,0,3,0,0,2,0,0,1,0,0,0,22.00%
