id,product_services,revenue_omu,type,country,company_type,company_size
Kelley LLC,,,Company Contacts,ZH,Limited,0
Kelley Ltd,,,Beneficial Owner,ZH,Limited,1
Kelley PLC,,,Beneficial Owner,ZH,PLC,2
"Kelley, Boyle and Griffin",,,Beneficial Owner,ZH,,0
"Kelley, Braun and Campbell",,,Beneficial Owner,ZH,,0
"Kelley, Burch and Sullivan",,,Company,ZH,,0
"Kelley, Garcia and Gardner",,,Beneficial Owner,ZH,,0
"Kelley, Hart and Hodges",,,Beneficial Owner,ZH,,0
"Kelley, Johnson and Reyes",,,Beneficial Owner,ZH,,0
"Kelley, Riley and Alexander",,,Beneficial Owner,ZH,,0
"Kelley, Stanton and Reeves","Etc), Square, Alternative materials & finishes, Triangular, Dome Caps, Sample development service, (Rectangular, To suit non standard shaft sizes / shapes, Caps, Deep Axle Caps source: freelance researcher",,Company,ZH,,0
"Kelley, Stuart and Thomas",,,Company Contacts,ZH,,0
"Kelley, Williams and Mason",,,Beneficial Owner,ZH,,0
Kelley-Forbes,,,Company Contacts,ZH,,0
Kelley-Green,,,Beneficial Owner,ZH,,0
Kelley-Hebert,,,Beneficial Owner,ZH,,0
Kelley-Johnson,,,Beneficial Owner,ZH,,0
Kelley-Kane,,,Beneficial Owner,ZH,,0
Kelley-Padilla,,,Company Contacts,ZH,,0
Kelley-Patel,,,Beneficial Owner,ZH,,0
Kelley-Randall,,,Beneficial Owner,ZH,,0
Kelley-Roth,,,Beneficial Owner,ZH,,0
Kelley-Scott,,,Beneficial Owner,ZH,,0
Kelley-Smith,,,Beneficial Owner,ZH,,0
Kelley-Stevenson,,,Company Contacts,ZH,,0
Kelley-Stone,,,Beneficial Owner,ZH,,0
Kelley-Thomas,,,Company Contacts,ZH,,0
Kelly and Sons,"Atlantic Capelin, Atlantic Halibut, Atlantic Herring, Atlantic Mackerel, Atlantic Perwinkles, Atlantic Salmon, Haddock, Lobster, Oysters, Pacific Arrowtooth, Pacific Cod, Pacific Hake, Pacific Pollock, Pacific Rockfish, Pacific Salmon, Pacific Sardines, Salmon Roe, scallops, shrimp, snow crab, and squid",5336.6728,Company,ZH,Sons,1
Kelly and Sons,,,Beneficial Owner,ZH,Sons,1
Kelly Group,,,Company,ZH,Group,0
Kelly Group,,,Beneficial Owner,ZH,Group,0
Kelly Group,,,Beneficial Owner,ZH,Group,0
Kelly LLC,,,Beneficial Owner,ZH,Limited,2
Kelly LLC,,,Beneficial Owner,ZH,Limited,2
Kelly LLC,,,Beneficial Owner,ZH,Limited,2
Kelly LLC,,,Company Contacts,ZH,Limited,2
Kelly Ltd,,,Beneficial Owner,ZH,Limited,0
"Kelly, Barry and Garcia",,,Beneficial Owner,ZH,,0
"Kelly, Cantu and Collins",,,Company,ZH,,0
"Kelly, Chandler and Mays",,,Company Contacts,ZH,,0
"Kelly, Graham and Hart",,,Beneficial Owner,ZH,,0
"Kelly, Harper and Salazar",,5146.6728,Company,ZH,,0
"Kelly, Jimenez and Williams",,,Beneficial Owner,ZH,,0
"Kelly, Mcdaniel and Vincent",,,Beneficial Owner,ZH,,0
"Kelly, Morrison and Richards",,,Beneficial Owner,ZH,,0
"Kelly, Roy and Saunders",,,Beneficial Owner,ZH,,0
"Kelly, Shaw and Rodriguez",,,Beneficial Owner,ZH,,0
"Kelly, Simmons and Davis",Electrical materials and systems solutions,84666.677,Company,ZH,,0
"Kelly, Taylor and Roberts",,,Company Contacts,ZH,,0
"Kelly, Wright and Smith",,,Beneficial Owner,ZH,,0
Kelly-Avery,,,Company Contacts,ZH,,0
Kelly-Bates,Commercial sports and other related activities,7138.3259,Company,ZH,,0
Kelly-Bernard,,,Beneficial Owner,ZH,,0
Kelly-Bright,,,Company,ZH,,0
Kelly-Campbell,,,Beneficial Owner,ZH,,0
Kelly-Castro,,,Beneficial Owner,ZH,,0
Kelly-Cooper,,,Company Contacts,ZH,,0
Kelly-Davis,,,Company,ZH,,0
Kelly-Gray,,,Beneficial Owner,ZH,,0
Kelly-Hall,,,Company Contacts,ZH,,0
Kelly-Lopez,,,Beneficial Owner,ZH,,1
Kelly-Manning,,,Beneficial Owner,ZH,,0
Kelly-Miller,,,Company Contacts,ZH,,0
Kelly-Reeves,,,Beneficial Owner,ZH,,0
Kelly-Ryan,,,Beneficial Owner,ZH,,0
Kelly-Schwartz,,,Beneficial Owner,ZH,,0
Kelly-Vincent,,,Company Contacts,ZH,,0
Kelly-Warner,,,Beneficial Owner,ZH,,0
Kelly-Williams,,,Beneficial Owner,ZH,,0
Kelly-Williams,,,Beneficial Owner,ZH,,0
Kelly-Wilson,,,Beneficial Owner,ZH,,0
Kelly-Zhang,Transportation support services,,Company,ZH,,0
Kemp LLC,,,Company,ZH,Limited,0
"Kemp, Miller and Flores",,,Beneficial Owner,ZH,,0
"Kemp, Parsons and Barker",,,Beneficial Owner,ZH,,0
Kemp-Clark,,,Company Contacts,ZH,,0
Kemp-Jacobs,,,Company Contacts,ZH,,0
Kemp-Pineda,,,Company,ZH,,0
Kemp-Ramirez,,,Company Contacts,ZH,,0
Kennedy Inc,Wide range of skin care and healthcare products,,Company,ZH,Inc,0
Kennedy Inc,,,Beneficial Owner,ZH,Inc,0
Kennedy Inc,,,Beneficial Owner,ZH,Inc,0
Kennedy Inc,,,Company Contacts,ZH,Inc,0
Kennedy LLC,,,Beneficial Owner,ZH,Limited,0
Kennedy LLC,,,Company Contacts,ZH,Limited,0
Kennedy LLC,,,Company Contacts,ZH,Limited,0
Kennedy Ltd,Scheduled air transport services,390194.6728,Company,ZH,Limited,1
Kennedy Ltd,,,Beneficial Owner,ZH,Limited,1
Kennedy Ltd,,,Beneficial Owner,ZH,Limited,1
Kennedy Ltd,,,Company Contacts,ZH,Limited,1
"Kennedy, Bryant and Cisneros",,,Beneficial Owner,ZH,,0
"Kennedy, Hanson and Hansen",,,Beneficial Owner,ZH,,0
"Kennedy, Hoover and Sullivan",,,Beneficial Owner,ZH,,0
"Kennedy, Huerta and Mitchell",,,Company Contacts,ZH,,0
"Kennedy, Jones and Perez",,,Company Contacts,ZH,,0
"Kennedy, Mitchell and Williams",,,Beneficial Owner,ZH,,0
"Kennedy, Morrow and Soto",,,Beneficial Owner,ZH,,0
"Kennedy, Owens and Cooper",,,Beneficial Owner,ZH,,0
"Kennedy, Petty and Nicholson",,,Beneficial Owner,ZH,,0
"Kennedy, Ramirez and Bautista",,,Beneficial Owner,ZH,,0
Kennedy-Adams,,,Company Contacts,ZH,,0
Kennedy-Barber,,,Beneficial Owner,ZH,,0
Kennedy-Chan,,,Company Contacts,ZH,,0
Kennedy-Cortez,,,Beneficial Owner,ZH,,0
Kennedy-Ferguson,,4913.8516,Company,ZH,,0
Kennedy-Fox,,,Company Contacts,ZH,,0
Kennedy-Henry,,,Company Contacts,ZH,,0
Kennedy-Kim,,,Beneficial Owner,ZH,,0
Kennedy-Lawrence,,,Company Contacts,ZH,,0
Kennedy-Martin,,4842.793,Company,ZH,,0
Kennedy-Mcneil,,,Company Contacts,ZH,,0
Kennedy-Morales,,,Beneficial Owner,ZH,,0
Kennedy-Ortiz,,,Beneficial Owner,ZH,,0
Kennedy-Paul,,,Company Contacts,ZH,,0
Kennedy-Sanchez,"Glass products, electronics and display products, chemicals products, and other products",15381123.06,Company,ZH,,0
Kennedy-Tanner,,,Beneficial Owner,ZH,,0
Kennedy-Thompson,,,Beneficial Owner,ZH,,0
Kent and Sons,,,Beneficial Owner,ZH,Sons,0
Kent Ltd,,,Beneficial Owner,ZH,Limited,0
"Kent, Hartman and Lozano",,,Beneficial Owner,ZH,,0
"Kent, Jackson and Chapman",Grain mill products,44345.7685,Company,ZH,,0
"Kent, Villarreal and Reid",,10506.6728,Company,ZH,,0
Kent-Diaz,Frozen and salted fish and other seafood products,,Company,ZH,,0
Kent-Hutchinson,,,Beneficial Owner,ZH,,0
Kerala   Limited Liability Company,Clothing and footwear,34344.6459,Company,Marebak,Limited,3
Kerala   S.A. de C.V. Express,,18766.6728,Company,Oceanus,S.A. de C.V.,6
Kerala   S.A. de C.V. Express,,17266.6728,Company,Oceanus,S.A. de C.V.,6
Kerala   S.A. de C.V. Express,,7176.6728,Company,Oceanus,S.A. de C.V.,6
Kerala   S.A. de C.V. Express,,4926.6728,Company,Oceanus,S.A. de C.V.,6
Kerala   S.A. de C.V. Express,,,Company,Oceanus,S.A. de C.V.,6
Kerala   S.A. de C.V. Express,,,Company,Oceanus,S.A. de C.V.,6
Kerala  Market AG Nautical,"Manufacturing industrial and household adhesives, glues, caulking compounds, sealants, and linoleum, tile, and rubber cements from vegetable, animal, and synthetic plastics materials",65022.9817,Company,Puerto Sol,AG,3
Kerala  Market LC Export,,12176.6728,Company,Oceanus,Limited,1
Kerala  Market Ltd. Corporation,,,Company,Oceanus,Co,0
Kerala  Market Ltd. Corporation Merchants,Industrial equipment and machinery,10846.6728,Company,Oceanus,Co,1
Kerala  Market Ltd. Corporation Transport,,13036.6728,Company,Oceanus,Co,1
Kerala  Market Ltd. Liability Co,,12996.6728,Company,Oceanus,Limited,2
Kerala  Market Ltd. Liability Co,"Wakeboards, wakeskates, wakesurfers, slalom skis, combo skis, kneeboards, tubes, wake and ski bindings, ropes and handles, vests, gloves, and bags",10916.6728,Company,Oceanus,Limited,2
Kerala  Market OJSC United,Marine fishing,166917.4561,Company,Arreciviento,OJSC,2
Kerala  Market Oyj Freight,"Men's shoes, casual shoes, dress shoes, boots, school shoes, rubber shoes, tennis shoes, storm shoes, slip-ons, sandals, slippers, infant shoes, and other related shoe products",6866.6728,Company,Oceanus,Oyj,2
Kerala  Market SRL Wave,Seafoods,58630.7714,Company,Marebak,SRL,17
Kerala Coral Reef Plc Line,"A supplier of collagen proteins for the food, health and nutrition and pharmaceutical industries and for numerous technical applications",4898.0464,Company,Marebak,PLC,1
Kerala GmbH & Co. KG Line,,,Company,Brindivaria,Ges.m.b.H,1
Kerala Otter Plc Shipping,,5436.6728,Company,Oceanus,PLC,1
Kerala s Buoy Sp Carriers,,,Company,Oceanus,Sp,1
Kerala s Ltd. Corporation,,5493.6682,Company,Kondanovia,Co,2
Kerala s S.A. de C.V.,,,Company,Oceanus,S.A. de C.V.,0
Kerala s S.A. de C.V. Express,,15866.6728,Company,Oceanus,S.A. de C.V.,0
Kerala s S.p.A. Dry dock,"Nylon, polyester, micro fiber, and conjugate yarn fabrics",,Company,Isliandor,S.p.A.,1
Kerala s Sagl Investment,,5079.8298,Company,Brindivaria,Sagl,1
Kerala s Sagl Solutions,Operation of a food service company,5516.6728,Company,Coralmarica,Sagl,0
Kerala s Sp Transportation,,17966.6728,Company,Oceanus,Sp,0
Kerr Group,,,Beneficial Owner,ZH,Group,0
Kerr Group,,,Beneficial Owner,ZH,Group,0
Kerr Group,,,Beneficial Owner,ZH,Group,0
Kerr Group,,,Company Contacts,ZH,Group,0
Kerr Inc,,,Beneficial Owner,ZH,Inc,1
"Kerr, Gibson and Lawrence",,,Beneficial Owner,ZH,,0
"Kerr, Kim and Carey",,,Beneficial Owner,ZH,,0
Kerr-Casey,,,Beneficial Owner,ZH,,0
Kerr-Cobb,,,Beneficial Owner,ZH,,0
Kerr-Johnson,,,Beneficial Owner,ZH,,0
Kerr-Roach,,,Company Contacts,ZH,,0
Kerr-Wiley,,,Beneficial Owner,ZH,,0
Kerr-Williams,,,Company Contacts,ZH,,0
Key LLC,Rubber products,56057.5067,Company,ZH,Limited,0
Key PLC,,,Beneficial Owner,ZH,PLC,0
"Key, Hines and Booth",,4769.8114,Company,ZH,,0
"Key, Kim and Harmon",,,Beneficial Owner,ZH,,0
"Key, Miller and Bruce",,,Company Contacts,ZH,,0
Kga Ltd. Liability Co,,8473.8655,Company,Mawazam,Kga,4
Khan Group,,,Beneficial Owner,ZH,Group,1
Khan PLC,,,Beneficial Owner,ZH,PLC,2
"Khan, James and Hanson",,,Beneficial Owner,ZH,,0
"Khan, Sanford and Thompson",,,Company Contacts,ZH,,0
"Khan, Thompson and Ortiz",,,Beneficial Owner,ZH,,0
"Khan, Wilson and Beasley",,,Beneficial Owner,ZH,,0
Khan-Barnes,,,Company,ZH,,0
Khan-Delgado,,,Company,ZH,,0
Khan-Harrison,,,Company Contacts,ZH,,0
Khan-Parks,,,Company Contacts,ZH,,0
Khan-Woodard,,,Company Contacts,ZH,,0
Khundu N.V. and Son's,Marine fishing,44390.6773,Company,Arreciviento,N.V.,2
Kidd and Sons,,,Beneficial Owner,ZH,Sons,0
Kidd Group,,,Beneficial Owner,ZH,Group,0
Kidd Group,,,Company Contacts,ZH,Group,0
"Kidd, Robinson and Larsen",,,Company Contacts,ZH,,0
Kidd-Henry,,,Company Contacts,ZH,,0
Kidd-Hernandez,,,Beneficial Owner,ZH,,0
Kidd-Parker,,,Beneficial Owner,ZH,,0
Kidd-Payne,,,Company Contacts,ZH,,0
Kilimajaro Slopes   Limited Liability Company,,5996.6728,Company,Oceanus,Limited,1
Kilimajaro Slopes   Ltd. Corporation,,5406.6728,Company,Oceanus,Co,1
Kilimajaro Slopes   N.V. & Son's,,4736.6728,Company,Oceanus,N.V.,0
Kilimajaro Slopes   N.V. Logistics,,,Company,Sol y Oceana,N.V.,12
Kilimajaro Slopes   Sagl Forwading,"Freight service between Canada and the Far East, including the India sub-continent",6256.6728,Company,Coralmarica,Sagl,1
Kilimajaro Slopes   ОАО Transit,,15777.3121,Company,Marebak,ОАО,2
Kilimanjaro fishery Kga Nautical,Chemicals and other related products,276907.123,Company,Brindivaria,Kga,1
Kilimanjaro fishery Limited Liability Company,"Men's and women's specialty apparel, tailored clothing, sweaters, shirts, accessories, and other textile items",82066.6728,Company,Oceanus,Limited,1
Kilimanjaro fishery Limited Liability Company,,,Company,Oceanus,Limited,1
Kilimanjaro fishery Overseas Wharf,Manufacture of soft gelatin capsules as well in the provision of encapsulation services,,Company,Coralmarica,,1
Kilimanjaro fishery Pic Eel,,10856.6728,Company,Oceanus,PLC,1
Kilimanjaro fishery Sea spray Plc Marine conservation,,,Company,Sol y Oceana,PLC,1
Kilwa Coast  CJSC Forwading,"Pharmaceutical softgels, dietaty supplement softgels, ointment and cream, and cephalosporin antibiotics",28391.4468,Company,Kondanovia,CJSC,2
Kilwa Coast  Company Marine conservation,"Spanish goods, specializing in foods, kitchen accessories, and bath products",24766.6728,Company,Oceanus,Co,1
Kilwa Coast  Plc Transport,"Prepress services, including Preflight Files, Digital Prepress, Computer to Plate, Computer to Digital Press, Electronic File Transfer, Image Capture and Retouching, Color Separation, Proofing (Digital and Analog), Camera Operation, and Scanning",25566.6728,Company,Oceanus,PLC,1
Kim and Sons,,,Beneficial Owner,ZH,Sons,1
Kim and Sons,,,Beneficial Owner,ZH,Sons,1
Kim and Sons,,,Company Contacts,ZH,Sons,1
Kim Group,,,Company Contacts,ZH,Group,2
Kim Inc,,,Beneficial Owner,ZH,Inc,3
Kim Inc,,,Beneficial Owner,ZH,Inc,3
Kim LLC,,5544.7549,Company,ZH,Limited,0
Kim LLC,,,Company,ZH,Limited,0
Kim LLC,,,Company,ZH,Limited,0
Kim LLC,,,Beneficial Owner,ZH,Limited,0
Kim LLC,,,Company Contacts,ZH,Limited,0
Kim LLC,,,Company Contacts,ZH,Limited,0
Kim Ltd,,,Beneficial Owner,ZH,Limited,2
Kim Ltd,,,Beneficial Owner,ZH,Limited,2
Kim Ltd,,,Beneficial Owner,ZH,Limited,2
Kim Ltd,,,Beneficial Owner,ZH,Limited,2
Kim PLC,,,Beneficial Owner,ZH,PLC,1
Kim PLC,,,Beneficial Owner,ZH,PLC,1
Kim PLC,,,Beneficial Owner,ZH,PLC,1
Kim PLC,,,Company Contacts,ZH,PLC,1
Kim PLC,,,Company Contacts,ZH,PLC,1
"Kim, Andrews and King",,,Beneficial Owner,ZH,,0
"Kim, Brown and Harrison",,,Beneficial Owner,ZH,,0
"Kim, Cabrera and Gonzalez",,,Beneficial Owner,ZH,,0
"Kim, Clarke and Schmidt",,,Beneficial Owner,ZH,,0
"Kim, Guerrero and Mills",,,Beneficial Owner,ZH,,0
"Kim, Harrison and Brown",,,Beneficial Owner,ZH,,0
"Kim, Henry and Moreno",,,Company Contacts,ZH,,0
"Kim, Love and Davis",,,Company Contacts,ZH,,0
"Kim, Richardson and Galloway",,,Beneficial Owner,ZH,,0
"Kim, Scott and Mccarthy",,,Beneficial Owner,ZH,,0
"Kim, Smith and Patterson",,,Beneficial Owner,ZH,,0
"Kim, Watson and Jones",,,Company Contacts,ZH,,0
Kim-Aguilar,,,Beneficial Owner,ZH,,0
Kim-Baker,,,Company Contacts,ZH,,0
Kim-Contreras,,,Company Contacts,ZH,,0
Kim-Gonzales,,,Company Contacts,ZH,,0
Kim-Hicks,,,Beneficial Owner,ZH,,0
Kim-Hudson,,,Beneficial Owner,ZH,,0
Kim-Johnson,Italian-style specialty cheeses,27266.6728,Company,ZH,,0
Kim-Lyons,,,Company Contacts,ZH,,0
Kim-Morgan,,,Company,ZH,,0
Kim-Nguyen,,,Company Contacts,ZH,,0
Kim-Palmer,,8424.8597,Company,ZH,,0
Kim-Pierce,,,Beneficial Owner,ZH,,0
Kim-Ray,,,Company Contacts,ZH,,0
Kim-Wallace,,,Company,ZH,,0
King and Sons,"Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products",29811.3821,Company,ZH,Sons,3
King and Sons,,,Beneficial Owner,ZH,Sons,3
King Group,Fish and seafood products; Operates an authentic Japanese restaurant,83145.9255,Company,ZH,Group,1
King Group,,,Company,ZH,Group,1
King Group,,,Beneficial Owner,ZH,Group,1
King Group,,,Beneficial Owner,ZH,Group,1
King Group,,,Beneficial Owner,ZH,Group,1
King Inc,,,Company,ZH,Inc,5
King Inc,,,Beneficial Owner,ZH,Inc,5
King Inc,,,Beneficial Owner,ZH,Inc,5
King LLC,,4821.0391,Company,ZH,Limited,2
King LLC,,,Company,ZH,Limited,2
King LLC,,,Beneficial Owner,ZH,Limited,2
King LLC,,,Beneficial Owner,ZH,Limited,2
King LLC,,,Beneficial Owner,ZH,Limited,2
King LLC,,,Company Contacts,ZH,Limited,2
King LLC,,,Company Contacts,ZH,Limited,2
King Ltd,,,Beneficial Owner,ZH,Limited,5
King Ltd,,,Beneficial Owner,ZH,Limited,5
King Ltd,,,Beneficial Owner,ZH,Limited,5
King Ltd,,,Beneficial Owner,ZH,Limited,5
King Ltd,,,Company Contacts,ZH,Limited,5
King Ltd,,,Company Contacts,ZH,Limited,5
King PLC,,,Company Contacts,ZH,PLC,1
"King, Baker and Adams",,,Company Contacts,ZH,,0
"King, Black and Robertson",,,Beneficial Owner,ZH,,0
"King, Bowman and Lozano",,,Beneficial Owner,ZH,,0
"King, Cordova and Smith",,,Beneficial Owner,ZH,,0
"King, Dominguez and Miller",,82866.6728,Company,ZH,,0
"King, Duncan and Nelson",,,Company Contacts,ZH,,0
"King, Hill and Hall",,,Beneficial Owner,ZH,,0
"King, Johnson and Singh",,,Beneficial Owner,ZH,,0
"King, Jordan and Mejia",,,Beneficial Owner,ZH,,0
"King, Leblanc and Ritter",,,Beneficial Owner,ZH,,0
"King, Manning and Allen",,,Beneficial Owner,ZH,,0
"King, Mcbride and Ryan",,,Company Contacts,ZH,,0
"King, Miller and Mendoza",,,Company Contacts,ZH,,0
"King, Molina and Guerrero",,,Beneficial Owner,ZH,,0
"King, Moreno and Parsons",,,Beneficial Owner,ZH,,0
"King, Munoz and Reilly",,,Beneficial Owner,ZH,,0
"King, Perez and Thompson",,,Company Contacts,ZH,,0
"King, Reyes and Green",,,Beneficial Owner,ZH,,0
"King, Roberts and Cole",,,Beneficial Owner,ZH,,0
"King, Rodgers and Willis",,,Company Contacts,ZH,,0
"King, Rodriguez and Coleman",,,Company Contacts,ZH,,0
"King, Salazar and Lopez",Outdoor sporting products and accessories,18772.8536,Company,ZH,,0
"King, Singh and Haas",,,Company Contacts,ZH,,0
"King, Steele and Miller",,,Company,ZH,,0
"King, Taylor and Wilson",,5486.6728,Company,ZH,,0
"King, Vega and Cook",,,Company Contacts,ZH,,0
"King, Walsh and Smith",,,Beneficial Owner,ZH,,0
King-Acosta,,,Company Contacts,ZH,,0
King-Carpenter,,,Beneficial Owner,ZH,,0
King-Coleman,,,Beneficial Owner,ZH,,0
King-Collins,,,Beneficial Owner,ZH,,0
King-Cruz,,,Beneficial Owner,ZH,,0
King-Curry,,,Beneficial Owner,ZH,,0
King-Curry,,,Beneficial Owner,ZH,,0
King-Duncan,,,Beneficial Owner,ZH,,0
King-Farmer,,,Beneficial Owner,ZH,,0
King-Franklin,"Skin lotions, emulsions, creams, cleansings, essences, body products, children's cosmetics, and others; makeup products comprise makeup bases, foundations, concealers, two-way cakes, face powders, eye shadow products, mascaras, eye liners, lipsticks, primers, and BB creams; and oriental herb cosmetics consist of skin lotions, serums, and creams; Liquid perfumes, home fragrances, and other fragrant products; mask sheets comprise sheet masks, hydrogels, and local patches; and nail products consist of oily, UV gel, and water nails",83666.6728,Company,ZH,,0
King-Goodwin,,,Company Contacts,ZH,,0
King-Guerrero,,,Beneficial Owner,ZH,,0
King-Hall,,9036.7069,Company,ZH,,0
King-Howell,,,Company Contacts,ZH,,0
King-Hunter,,6996.4637,Company,ZH,,0
King-Jones,,,Beneficial Owner,ZH,,1
King-Martinez,,,Company Contacts,ZH,,0
King-Mitchell,,,Beneficial Owner,ZH,,0
King-Moore,,9015.7677,Company,ZH,,1
King-Moore,,,Beneficial Owner,ZH,,1
King-Nichols,,,Beneficial Owner,ZH,,0
King-Price,,,Beneficial Owner,ZH,,0
King-Rowland,,,Beneficial Owner,ZH,,0
King-Sampson,,,Company Contacts,ZH,,0
King-Woods,,,Company Contacts,ZH,,0
Kirby and Sons,Gasket,19676.5377,Company,ZH,Sons,0
Kirby Group,"Exotic, such as fenugreek and annatto, to the more familiar, like black pepper and poppy seeds",9296.6728,Company,ZH,Group,0
Kirby Ltd,"Milk, dairy products, eggs, frozen poultry, game and fish, frozen food, ice cream, canned fruit, vegetables and fish, dry provisions, beverages, and German fine food",,Company,ZH,Limited,0
Kirby Ltd,,,Beneficial Owner,ZH,Limited,0
Kirby Ltd,,,Company Contacts,ZH,Limited,0
"Kirby, Frank and Williamson",,,Company,ZH,,0
"Kirby, Smith and Taylor",,,Beneficial Owner,ZH,,0
Kirby-Alexander,,,Beneficial Owner,ZH,,0
Kirby-Duncan,,,Beneficial Owner,ZH,,0
Kirby-Ellis,,,Beneficial Owner,ZH,,0
Kirby-Jones,,,Beneficial Owner,ZH,,0
Kirk and Sons,Stainless steel,337126.0294,Company,ZH,Sons,1
Kirk and Sons,,,Beneficial Owner,ZH,Sons,1
Kirk Group,,,Beneficial Owner,ZH,Group,0
Kirk Group,,,Beneficial Owner,ZH,Group,0
Kirk Ltd,,,Company Contacts,ZH,Limited,1
"Kirk, Allen and Anderson",,,Company Contacts,ZH,,0
Kirk-Bates,,,Beneficial Owner,ZH,,0
Kirk-Fritz,,,Beneficial Owner,ZH,,0
Kirk-White,,,Beneficial Owner,ZH,,0
Klein and Sons,,,Beneficial Owner,ZH,Sons,0
Klein and Sons,,,Beneficial Owner,ZH,Sons,0
Klein and Sons,,,Company Contacts,ZH,Sons,0
Klein Group,"Gelatin capsules, enteric-coated capsules, hydroxypropyl methylcellulose capsules, and pullulan capsules",64903.2466,Company,ZH,Group,0
Klein LLC,,,Beneficial Owner,ZH,Limited,3
Klein Ltd,"EVA (ethylene vinyl acetate) of EVA foam sheet, beach shoes, all kinds of slippers",19033.9934,Company,ZH,Limited,0
Klein Ltd,,,Company Contacts,ZH,Limited,0
Klein PLC,,,Beneficial Owner,ZH,PLC,1
"Klein, Bowen and Sutton",,,Beneficial Owner,ZH,,0
"Klein, Douglas and Sanchez",,,Company Contacts,ZH,,0
"Klein, Harris and Hill",,,Company,ZH,,0
"Klein, Johnson and Cox",,,Beneficial Owner,ZH,,0
"Klein, Knox and Johnson",,,Company Contacts,ZH,,0
"Klein, Thomas and Aguirre",,,Company Contacts,ZH,,0
"Klein, Walsh and Thomas",,,Company Contacts,ZH,,0
"Klein, Watson and Carney",,,Company Contacts,ZH,,0
Klein-Chung,,,Beneficial Owner,ZH,,0
Klein-Hanson,,,Company Contacts,ZH,,0
Klein-Torres,,,Company Contacts,ZH,,0
Kline LLC,,,Beneficial Owner,ZH,Limited,0
Kline PLC,Freight forwarding and shipping solutions and services,41066.6728,Company,ZH,PLC,0
"Kline, Allen and Chandler",,,Beneficial Owner,ZH,,0
"Kline, Flynn and Lowery",,,Beneficial Owner,ZH,,0
"Kline, Martinez and Schwartz",,,Beneficial Owner,ZH,,0
"Kline, Serrano and Perkins",,,Beneficial Owner,ZH,,0
Kline-Atkinson,,,Beneficial Owner,ZH,,0
Kline-Cox,,,Beneficial Owner,ZH,,0
Kline-Dean,,,Beneficial Owner,ZH,,0
Kline-Zhang,,,Beneficial Owner,ZH,,0
Knapp and Sons,,,Beneficial Owner,ZH,Sons,0
Knapp Group,,,Company Contacts,ZH,Group,0
Knapp Inc,Computer equipment and supplies,205154.1887,Company,ZH,Inc,0
Knapp Inc,,,Beneficial Owner,ZH,Inc,0
Knapp LLC,,,Company Contacts,ZH,Limited,0
"Knapp, Martinez and Moody",,,Beneficial Owner,ZH,,0
Knapp-Miller,,,Beneficial Owner,ZH,,0
Knight and Sons,,,Beneficial Owner,ZH,Sons,1
Knight Group,,,Beneficial Owner,ZH,Group,0
Knight Group,,,Company Contacts,ZH,Group,0
Knight Group,,,Company Contacts,ZH,Group,0
Knight Inc,,,Company Contacts,ZH,Inc,1
Knight LLC,,,Company Contacts,ZH,Limited,0
Knight Ltd,,11516.6728,Company,ZH,Limited,0
Knight Ltd,Fish transport,284359003.2,Beneficial Owner,ZH,Limited,0
Knight Ltd,,,Beneficial Owner,ZH,Limited,0
"Knight, Atkinson and Donaldson",,,Beneficial Owner,ZH,,0
"Knight, Douglas and Brown",,,Beneficial Owner,ZH,,0
"Knight, Lara and Shaffer",,,Beneficial Owner,ZH,,0
"Knight, Sanders and Martinez",,,Beneficial Owner,ZH,,0
"Knight, Torres and Hall","Banking and financial products and services; Personal banking, business banking and online banking services, as well as other related financial and banking services; Loans, personal savings and mortgage services",3912237.673,Company,ZH,,0
Knight-Carson,,,Company Contacts,ZH,,0
Knight-Hart,,,Beneficial Owner,ZH,,0
Knight-Klein,,,Beneficial Owner,ZH,,0
Knight-Mckinney,,,Company Contacts,ZH,,0
Knight-Sloan,,,Company,ZH,,0
Knight-Small,,,Beneficial Owner,ZH,,0
Knight-Smith,,,Beneficial Owner,ZH,,0
Knight-Smith,,,Beneficial Owner,ZH,,0
Knox and Sons,,,Company Contacts,ZH,Sons,1
Knox LLC,,,Beneficial Owner,ZH,Limited,1
Knox-Gonzalez,,,Company Contacts,ZH,,0
Knox-Jackson,,,Company Contacts,ZH,,0
Koch and Sons,,,Beneficial Owner,ZH,Sons,0
Koch Group,,,Company Contacts,ZH,Group,0
Koch Inc,,5111.6418,Company,ZH,Inc,0
Koch Inc,,,Beneficial Owner,ZH,Inc,0
Koch LLC,,,Company Contacts,ZH,Limited,0
"Koch, Castillo and Johnson",,,Company Contacts,ZH,,0
"Koch, Gibson and Page",,,Company Contacts,ZH,,0
"Koch, Johnson and Bowers",,,Beneficial Owner,ZH,,0
"Koch, King and Rivera",,,Company Contacts,ZH,,0
Koch-Becker,,,Company,ZH,,0
Koch-Collins,,,Beneficial Owner,ZH,,0
Koch-Graham,,,Beneficial Owner,ZH,,0
Koch-Moore,,,Company,ZH,,0
Kong zhong diao yu  A/S,,5169.0523,Company,Marebak,A/S,3
