id,product_services,revenue_omu,type,country,company_type
Aqua Advancements AB Line,,9476.6728,Company,Oceanus,AB
Aqua Advancements LC Jetty,A general line of food products and other related consumer products,21496.0701,Company,Marebak,Limited
Aqua Advancements Sashimi SE Express,"Holding firm whose subsidiaries are engaged in the businesses of refining and chemicals, process and pollution control equipment, minerals, fertilizers, polymers and fibers, commodity trading and services, forest and consumer products, and ranching",115004666.7,Company,Oceanus,SE
Aqua Adventures GmbH Worldwide,,14626.6728,Company,Oceanus,Ges.m.b.H
Aqua Adventures Ltd. Liability Co,Food products,7439.4772,Company,Marebak,Limited
Aqua Adventures N.V. Forwading,"Canned fish and other fish-based foods (Anchovy, mackerel, sardine and prawn; Mussels, clams, salmon, tuna, and cod)",62698.2743,Company,Puerto Sol,N.V.
Aqua Adventures Seagrass Kga Cargo,"Canned and frozen foods; fresh fruits and vegetables; fresh and prepared meats, fish; and poultry; beverages; confectionery; milk; bread; soda; and snacks; Cleaners, pet supplies, alcohol, cleaning items, and medicine; Cigarettes and tobacco, motor oils, car kits, CDs, DVDs, greeting cards, luggage items, as well as personal hygiene and grooming products",52110.3245,Company,Lumindoria,Kga
Aqua Adventures Sp International,Provides all components necessary to create and maintain a successful product line,19466.6728,Company,Oceanus,Sp
Aqua Ambassadors Corporation Consulting,Grocery store,21298.6638,Company,Nalakond,Co
Aqua Ambassadors Incorporated Holdings,,4666.6728,Company,Vesperanda,Inc
Aqua Ambassadors Ltd. Liability Co Transit,,21066.8895,Company,Puerto Sol,Limited
Aqua Ambassadors Sp Family,Non-ferrous metals,17078.3129,Company,Puerto Sol,Sp
Aqua Ambassadors Sp Transit,,,Company,Oceanus,Sp
Aqua Anchor AS Shipping,,,Company,Sol y Oceana,A/S
Aqua Anchor Inc Seaport,Knitting machines,17717.6024,Company,Puerto Sol,Inc
Aqua Anchor Kga Holdings,Seafood products,10690.7782,Company,Mawazam,Kga
Aqua Anchor Ltd Line,"Decolorization and deacidification apple juices, concentrated apple juices, cloudy apple juices, sweet potato juices, concentrated pear juices, jujube juices, and hawthorn juices",6336.3901,Company,Marebak,Limited
Aqua Anchor Pic Solutions,,,Company,Oceanus,PLC
Aqua Anchor Sagl Marine sanctuary,"Fishmeal, raw fish oil, and canned and frozen fish products",230069.7363,Company,Puerto del Mar,Sagl
Aqua Anchor Salt spray Ltd Shipping,,14666.6728,Company,Oceanus,Limited
Aqua Aura and Kga Family,,,Company,Coralmarica,Kga
Aqua Aura Limited Liability Company Services,"Canning, processing and manufacturing of seafood and other aquatic products",19562.8196,Company,Kondanovia,Limited
Aqua Aura Nori Ltd. Corporation Brothers,"Fish, crustaceans and other seafood",41001.1177,Company,Kondanovia,Co
Aqua Aura OJSC Cargo,"Canning, processing and manufacturing of seafood and other aquatic products",60624.3572,Company,Marebak,OJSC
Aqua Aura SE Marine life,,,Company,Alverossia,SE
Aqua Aura SE Marine life,,6126.6728,Company,Coralmarica,SE
Aqua Aura SE Marine life,"Bone ash, natural calcium phosphate, feldspar and prepared bone china bodies",14652.3777,Company,Icarnia,SE
Aqua Aura SE Marine life,"Optical fiber communication passive components (fiber optical attenuator, fiber optical isolator, fiber optical switch, optical filter, fiber optical, and fiber optical coupler)",,Company,Isliandor,SE
Aqua Aura SE Marine life,"Food ingredients, frozen fruits and vegetables, ready to eat products, ready to cook products, snacks, drinks and kitchen accessories",45793.3366,Company,Mawazam,SE
Aqua Aura SE Marine life,,6516.5135,Company,Nalakond,SE
Aqua Aura SE Marine life,,12126.6728,Company,Oceanus,SE
Aqua Aura SE Marine life,,10576.6728,Company,Oceanus,SE
Aqua Aura SE Marine life,"Alaskan seafood, domestic caviar and imported Caviar",7786.6728,Company,Oceanus,SE
Aqua Aura SE Marine life,Seafood and other aquatic products,37829.5855,Company,Rio Isla,SE
Aqua Aura SE Marine life,"Fish and seafood products (tuna, salmon, herring, shellfish, and groundfish products; and flounder fillets, cornmeal pollock strips, burger, tuna steak, frozen halibut steaks, as well as canned sockeye salmon and frozen sockeye, and crabs)",8181.6112,Company,Rio Isla,SE
Aqua Aura SE Marine life,,,Company,Talandria,SE
Aqua Azul America Incorporated Transport,,10046.6728,Company,Oceanus,Inc
Aqua Azul LC International,Fish and seafood products,469225.8061,Company,Arreciviento,Limited
Aqua Azul Services Manatee,,5136.6728,Company,Oceanus,
Aqua Azul ОАО Shipping,,6556.6728,Company,Oceanus,ОАО
Aqua Gourmet AG Consulting,,10943.4861,Company,Marebak,AG
Aqua Gourmet Caviar Corporation Shipping,"Fragrances, flavors, aromatic chemicals, food additives, and foods",435770.7204,Company,Rio Isla,Co
Aqua Gourmet CJSC Family,,10536.6728,Company,Oceanus,CJSC
Aqua Gourmet Company Line,,,Company,Kethilim,Co
Aqua Gourmet Corp Solutions,Weapons and ammunitions,74660.2266,Company,Nalakond,Co
Aqua Gourmet Incorporated Creek,,,Company,Oceanus,Inc
Aqua Gourmet NV Worldwide,,11326.6728,Company,Oceanus,N.V.
Aqua Mermaid Holdings Bonito,,,Company,Nyxonix,
Aqua Mermaid NV and Son's,,5113.1576,Company,Arreciviento,Sons
Aqua Mermaid Pic Overseas,,8995.677,Company,Zawalinda,PLC
Aqua Ventures Inc Transportation,,,Company,Oceanus,Inc
Aqua Ventures Incorporated Enterprises,,19085.9088,Company,Brindisola,Inc
Aqua Ventures LLC Export,"Developing and producing a range of ingredients for the dietary supplement, functional food, cosmetic and feed industries; Range of ingredients for the dietary supplement, functional food, cosmetic and feed industries",43118.5223,Company,Marebak,Limited
Aqua Ventures Ltd. Liability Co Shipping,,,Company,Oceanus,Limited
Aqua Ventures Plc and Son's,,5296.6728,Company,Oceanus,Sons
Aqua Ventures S.A. de C.V. Seafood,"Adhesives (dispersion, PVA and copolymer, caseins, solvent base, and epoxies); Water and solvent-based liquid adhesives and bi-component adhesives",26108.1993,Company,Nalakond,S.A. de C.V.
Aqua Ventures Sp Overseas,Gelatines,35522.2876,Company,Puerto Sol,Sp
AquaBite Port SE Logistics,Seafood and other aquatic products,12996.9558,Company,Marebak,SE
AquaBlue Coral Reef N.V. Delivery,,17037.1871,Company,Nalakond,N.V.
AquaBlue LC Coral Reef,,25266.6728,Company,Oceanus,Limited
AquaBlue Sailboat LC Express,,16210.6839,Company,Zawalinda,Limited
AquaBlue Wharf A/S & Son's,,,Company,Isliandor,Sons
AquaCuisine  Corp Marine conservation,,18166.6728,Company,Oceanus,Co
AquaCuisine  GmbH & Co. KG Services,"Polyester and textile products (polyester, nylon, and cotton and blended fibers and yarns; woven and knitted fabrics; and polyester chips for making bottles, containers, and sheets that are used for packaging water, carbonated soft drinks, and cooking oil; polyester, nylon, and cotton and blended fibers and yarns; woven and knitted fabrics; and polyester chips for making bottles, containers, and sheets that are used for packaging water, carbonated soft drinks, and cooking oil)",799087.1576,Company,Solovarossa,Ges.m.b.H
AquaCuisine  Ltd. Liability Co,,,Company,Osterivaria,Limited
AquaCuisine AG Marine mist,Footwear,,Company,Oceanus,AG
AquaDelicious GmbH & Co. KG,Fish and seafood,6446.6728,Company,Coralmarica,Ges.m.b.H
AquaDelicious GmbH & Co. KG,"Jelly gum L, refined jelly gum L-1, drinking jelly gum F, stabilizer for water-bound, yoghurt drink thickening, milk ice stabilizer, ice jelly gum, sorbet stabilizer, soft ice cream stabilizer, suspension stabilizer, papaya milk stabilizer, Konjac jelly gum L, crystal jelly gum, wine jelly gum, Konjac jelly gum, and pudding jelly gum",10665.373,Company,Isliandor,Ges.m.b.H
AquaDelicious S.A. de C.V. Overseas,Agricultural seeds,1635565.686,Company,Utoporiana,S.A. de C.V.
AquaDelight S.A. de C.V. Delivery,Variety of goods and grocery merchandise and other related basic food products,35988.7128,Company,Nalakond,S.A. de C.V.
AquaFare Seaside SRL Express,,4715.7744,Company,Arreciviento,SRL
AquaFin Eel S.A. de C.V. Marine sanctuary,,7385.9737,Company,Marebak,S.A. de C.V.
AquaFresh Foods Tugboat GmbH Delivery,"Breakfast cereals, bottled water, canned goods, coffee, cookies, cooking oils, crackers, confectioneries, dairy products, packaged frozen food, creamery products, flavoring extract, vegetable shortening, salad oils, pet food, flour, dried fruits, health foods, honey, macaroni and spaghetti, canned or dried milk, pickles, salad dressing, sauces, soft drinks, soups, refined sugar, and yeast",80459.1606,Company,Rio Isla,Ges.m.b.H
AquaFresh Foods Yacht SRL Freight,,6046.6728,Company,Oceanus,SRL
Aquatic Adventures GmbH & Co. KG,,7330.4906,Company,Marebak,Ges.m.b.H
Aquatic Adventures GmbH & Co. KG,Customs brokerage source: freelance researcher,4946.6728,Company,Oceanus,Ges.m.b.H
Aquatic Adventures GmbH Brothers,"Intermediates, such as dye-intermediates, fast bases, pharmaceuticals intermediates, and agro intermediates; agrochemical, including pesticides, herbicides and fungicides; and pharmaceuticals, such as bulk drugs and formulations; Ethyl formate, methyl formate, formic acid (99 percent minimum), aluminium chloride hexahydrate, chloral, 3-nitrophthalonitrile, chloroacetylechloride, and 3-nitrophthalic acid",143328.2831,Company,Vesperanda,Ges.m.b.H
Aquatic Adventures Holdings Leska,CCTV (closed-circuit television) security products,29666.6728,Company,Oceanus,
Aquatic Adventures Lighthouse GmbH Merchants,,,Company,Sirenareef,Ges.m.b.H
Aquatic Adventures S.A. de C.V.,Promotional and marketing firm source: freelance researcher,11556.6728,Company,Oceanus,S.A. de C.V.
Aquatic Adventures SRL Distribution,,11986.6728,Company,Oceanus,SRL
Aquatic Adventures ОАО Transit,,,Company,Faraluna,ОАО
AquaTrek Otter S.A. de C.V. Consultants,"Heat sink, enclosures, handles, casting parts, metal parts aluminum CNC machining parts and metal stamping parts for electronic devices",,Company,Isliandor,S.A. de C.V.
Arabian Sea  Cargo ship SRL Marine,,,Company,Oceanus,SRL
Arabian Sea  LC Solutions,Seafood products,11786.6728,Company,Oceanus,Limited
Arabian Sea  Oyj Holdings,,,Company,Kethilim,Oyj
Arabian Sea  SE Logistics,,16566.6728,Company,Oceanus,SE
Arabian Sea  Sp Express,Construction materials,91606.205,Company,Nalakond,Sp
Arawak AG Marine biology,"A complete range of fully-vertical, Schiffli embroidery manufacturing capabilities",10316.6728,Company,Oceanus,AG
Arawak Canal Plc Brothers,,4736.6728,Company,Oceanus,PLC
Arawak Limited Liability Company,Footwear and apparel for the work and outdoor markets,135987.6728,Company,Oceanus,Limited
Arawak Ltd. Liability Co,"Wax dipping unit, light polymerization equipment, hearing protection earmoulds, and silicone; Workplace equipment, such as suction devices, instruments and tools for all works in the laboratory, machines for treatment and finishing, and special finishing tools",,Company,Utoporiana,Limited
Arawak Pelican Ltd. Liability Co and Son's,,9757.0215,Company,Marebak,Sons
Arawak S.A. de C.V.,,5636.6728,Company,Oceanus,S.A. de C.V.
Arawak Sagl Marine sanctuary,Daily sundry goods,,Company,Isliandor,Sagl
Arawak Surf SRL Services,Frozen-at-sea groundfish products,110666.6728,Company,Oceanus,SRL
Archer Inc,,,Company Contacts,ZH,Inc
Archer Ltd,,,Beneficial Owner,ZH,Limited
Archer PLC,,15166.6728,Company,ZH,PLC
"Archer, Archer and Castro",,,Beneficial Owner,ZH,
"Archer, Carter and Bradshaw",,,Beneficial Owner,ZH,
"Archer, Long and Walton",,,Beneficial Owner,ZH,
Archer-Hill,,,Company Contacts,ZH,
Archer-Padilla,,,Beneficial Owner,ZH,
"Arellano, Mayer and Walsh",,,Company,ZH,
"Arellano, Moss and Yu",,,Company Contacts,ZH,
Arellano-Kelly,Self-service kiosks,42166.6728,Company,ZH,
Arellano-Poole,,,Company Contacts,ZH,
Arellano-Weaver,,8056.3809,Company,ZH,
Arellano-Weaver,,,Beneficial Owner,ZH,
Arena Azul - Incorporated Express,,18866.6728,Company,Oceanus,Inc
Arena Azul Company International,,4736.6728,Company,Oceanus,Co
Arena Azul LC Cargo,Smoked fish products and other related products,77866.6728,Company,Oceanus,Limited
Arena Azul LLC Solutions,,5006.6728,Company,Oceanus,Limited
Arena Azul Ltd. Corporation,Fresh and frozen scallops,75466.6728,Company,Oceanus,Co
Arena Azul Oyj Transport,,9636.6728,Company,Oceanus,Oyj
Arena Azul Pic Shipping,A complete range of transportation and logistics services,,Company,Oceanus,PLC
Arena Azul S.A. de C.V.,,5084.8784,Company,Marebak,S.A. de C.V.
Arena Azul Shark LLC Marine life,"Offers a wide selection of products that include: electric tools, knife, scissors and other kitchen hardware; polystone artworks and melamine wares; beach garments and various toys; as well as energy saving lamps, radios, DVD/VCD and other high-tech items",40338.5156,Company,Marebak,Limited
Arena de Coral - Limited Liability Company Cargo,,,Company,Helixia,Limited
Arena de Coral AS Forwading,,14296.6728,Company,Oceanus,A/S
Arena de Coral Enterprises,,5476.6728,Company,Oceanus,Enterprises
Arena de Coral Ltd. Corporation Forwading,,5636.6728,Company,Oceanus,Co
Arena de Coral NV,,,Company,Isliandor,N.V.
Arena de Coral NV Distribution,,10016.6728,Company,Oceanus,N.V.
Arena de Coral OJSC Overseas,,,Company,Coralmarica,OJSC
Arena de Coral SE Holdings,Plastic products (high impact polystyrene (HIPS); acrylonitrile butadiene styrene (ABS); polyethylene terephthalate (PET); polypropylene (PP); polystyrene (PS); polyester (PES); polyamides (PA) (Nylons); poly (vinyl chloride) (PVC); polyurethanes (PU); polycarbonate (PC); polyvinylidene chloride (PVDC) (Saran); and polyethylene (PE)),9742.8491,Company,Marebak,SE
Arena de Coral Solutions,Seafood products,12901.9031,Company,Marebak,
Arena del Mar Limited Liability Company,Frozen fish and food products,12822.0795,Company,Marebak,Limited
Arena del Mar Ltd. Corporation,,5666.6728,Company,Oceanus,Co
Arena del Mar NV,"Docking stations and other USB accessories (Thunderbolt 3 Devices, USB-C Docking Station, USB-C Travel Docking, USB-C HUB, USB-C Adapters, USB 3.0 Docking Station, USB 3.0 Sharing, USB 3.0 HUB, Multimedia Converter, USB to Media Ports, USB to LAN, and Card Reader)",,Company,Isliandor,N.V.
Arena del Mar Pic,,,Company,Vesperanda,PLC
Arena del Mar Plc,,,Company,Mango del Oro,PLC
Arena del Mar S.p.A. Cargo,,14456.6728,Company,Oceanus,S.p.A.
Arena del Mar ОАО Solutions,,5166.6738,Company,Sol y Oceana,ОАО
Arena del Sol CJSC,Publication and printing of newspapers and magazines,12476.6728,Company,Oceanus,CJSC
Arena del Sol CJSC,,,Company,Sol y Oceana,CJSC
Arena del Sol Delivery,"Specialized in manufacturing in grain mill products, animal feedstuffs, as well as shortening and margarine from purchased fats and oils, such as grain and oilseed. It also refines and blends vegetable, and tree nut oils from purchased oils and blending purchased animal fats with purchased vegetable fats",8580.5157,Company,Mawazam,
Arena del Sol Ges.m.b.H.,Electronic components and accessories,26707.9785,Company,Coral Solis,Ges.m.b.H
Arena del Sol LC Services,,10296.6728,Company,Oceanus,Limited
Arena del Sol LLC,Home improvement products,,Company,Kethilim,Limited
Arena del Sol Ltd,,,Company,Oceanus,Limited
Arena del Sol Ltd United,A range of footwear products,16522.4837,Company,Marebak,Limited
Arena del Sol N.V.,,9198.8002,Company,Marebak,N.V.
Arena del Sol NV,,,Company,Oceanus,N.V.
Arena del Sol Oyj,"Stationery, office supplies and other related products",6077.654,Company,Isliandor,Oyj
Arena del Sol S.A. de C.V.,,,Company,Isliandor,S.A. de C.V.
Arena del Sol S.A. de C.V. Freight,,12766.6728,Company,Oceanus,S.A. de C.V.
Arena del Sol Sagl,Anchors; anchor chain and accessories; offshore mooring chain and accessories; deck outfittings; deck equipment; dock rubber fender and pneumatic marine rubber fender; steel wire rope; mooring rope; floating buoys; other products,38320.1103,Company,Marebak,Sagl
Arena del Sol Sagl,,5397.2728,Company,Talandria,Sagl
Arena del Sol SE,"Intimates, sneakers, jeans, shoes, bags, timeframes, jewellery, shades, and accessories, as well as furniture, helmets, fragrances, as well as lighting products, and other related products",1763481.659,Company,Puerto Sol,SE
Arena del Sol Sp Solutions,,5946.1342,Company,Marebak,Sp
Arena del Sol SRL,Seafoods and vegetables as well as fruits,7265.0292,Company,Marebak,SRL
Arias Group,,,Company Contacts,ZH,Group
Arias LLC,,,Beneficial Owner,ZH,Limited
Arias Ltd,,,Company,ZH,Limited
Arias PLC,,,Beneficial Owner,ZH,PLC
Arias PLC,,,Beneficial Owner,ZH,PLC
"Arias, Blair and Compton",,,Company Contacts,ZH,
"Arias, Christian and Martin",,,Company,ZH,
"Arias, Marshall and Gould",,,Beneficial Owner,ZH,
"Arias, Soto and Adams",,,Beneficial Owner,ZH,
Arias-Hull,,,Company Contacts,ZH,
Arias-Nichols,,,Beneficial Owner,ZH,
Armstrong Group,,,Beneficial Owner,ZH,Group
Armstrong Group,,,Beneficial Owner,ZH,Group
Armstrong Group,,,Company Contacts,ZH,Group
Armstrong LLC,,,Beneficial Owner,ZH,Limited
Armstrong Ltd,,,Beneficial Owner,ZH,Limited
Armstrong Ltd,,,Company Contacts,ZH,Limited
Armstrong PLC,"Squid, Cutlefish, Octopus, Mix products, Shrimp, Fish, and Clam",11957.1299,Company,ZH,PLC
"Armstrong, Clayton and Johnson",,,Beneficial Owner,ZH,
"Armstrong, Freeman and Lee",,9237.6301,Company,ZH,
"Armstrong, Green and Alvarado",,,Beneficial Owner,ZH,
"Armstrong, Hardy and Franklin",,,Company Contacts,ZH,
"Armstrong, Shaw and Spence",,,Company Contacts,ZH,
"Armstrong, Walker and Sullivan",,,Company,ZH,
Armstrong-Gonzalez,,,Company Contacts,ZH,
Armstrong-Hall,,,Beneficial Owner,ZH,
Armstrong-Hill,,,Beneficial Owner,ZH,
Armstrong-Meyer,,,Company,ZH,
Armstrong-Perry,,,Beneficial Owner,ZH,
Armstrong-Ritter,,,Beneficial Owner,ZH,
Armstrong-Shepherd,,,Beneficial Owner,ZH,
Armstrong-Sparks,,,Beneficial Owner,ZH,
Armstrong-Sullivan,,,Company Contacts,ZH,
Arnold and Sons,,,Beneficial Owner,ZH,Sons
Arnold and Sons,,,Beneficial Owner,ZH,Sons
Arnold Group,,,Beneficial Owner,ZH,Group
Arnold Inc,,,Company Contacts,ZH,Inc
Arnold Inc,,,Company Contacts,ZH,Inc
Arnold LLC,,,Company Contacts,ZH,Limited
"Arnold, Anderson and Cooley",,,Beneficial Owner,ZH,
"Arnold, Gibbs and Thomas",,,Beneficial Owner,ZH,
"Arnold, Jacobs and Curtis",,,Beneficial Owner,ZH,
"Arnold, Lee and Bell",Electrical household appliances and radio and television goods,106778.8668,Company,ZH,
"Arnold, Smith and Atkins",Packaging solutions,40949.6627,Company,ZH,
"Arnold, Tucker and Robbins",,,Company Contacts,ZH,
Arnold-Carter,,,Beneficial Owner,ZH,
Arnold-Diaz,,,Beneficial Owner,ZH,
Arnold-Glover,,,Company Contacts,ZH,
Arnold-Gonzales,,,Beneficial Owner,ZH,
Arnold-Gonzales,,,Beneficial Owner,ZH,
Arnold-Lawrence,,,Beneficial Owner,ZH,
Arnold-Lewis,,,Company Contacts,ZH,
Arnold-Miles,,,Beneficial Owner,ZH,
Arnold-Ochoa,,,Beneficial Owner,ZH,
Arnold-Russell,,,Company Contacts,ZH,
Arroyo PLC,,,Company,ZH,PLC
Arroyo PLC,,,Company Contacts,ZH,PLC
"Arroyo, Vincent and Taylor",,,Company Contacts,ZH,
Arunachal Pradesh s &,Holding company,169242.5379,Company,Puerto Sol,
Arunachal Pradesh s AB,"Dual chamber diaphragm pumps for use without power, surge suppressors, filter press systems, and stroke counters",,Company,Oceanus,AB
Arunachal Pradesh s AS Marine sanctuary,"Squids, sardines, saury, Mackerel, red fish, black cod, and flatfish",235489.6683,Company,Rio Isla,A/S
Arunachal Pradesh s Beachcomber,"Specializes in the distribution of a wide range of sports clothing, game products and fittings, sporting goods and leisure products",187305.6102,Company,Rio Isla,
Arunachal Pradesh s Brothers,,,Company,Coralada,
Arunachal Pradesh s Co,,,Company,Icarnia,Co
Arunachal Pradesh s Freight,,10696.6728,Company,Oceanus,
Arunachal Pradesh s Freight  Seafood,,,Company,Oceanus,
Arunachal Pradesh s GmbH Swordfish,"Paints, varnishes and similar coatings",28466.6728,Company,Oceanus,Ges.m.b.H
Arunachal Pradesh s Hijiki,Organic chemical materials,8912.6945,Company,Marebak,
Arunachal Pradesh s Inc Carriers,,,Company,Oceanus,Inc
Arunachal Pradesh s Jetty,,,Company,Isliandor,
Arunachal Pradesh s Kga Overseas,Clothing and accessories,16066.6728,Company,Oceanus,Kga
Arunachal Pradesh s Kga Seabreeze,Die casting machines,9946.0379,Company,Alverossia,Kga
Arunachal Pradesh s Limited Liability Company,,5226.6728,Company,Oceanus,Limited
Arunachal Pradesh s Ltd,,4956.6728,Company,Oceanus,Limited
Arunachal Pradesh s Ltd. Liability Co,,23166.6728,Company,Oceanus,Limited
Arunachal Pradesh s Ltd. Liability Co,,9866.6728,Company,Oceanus,Limited
Arunachal Pradesh s N.V.,Food products,,Company,Alverossia,N.V.
Arunachal Pradesh s NV,,,Company,Talandria,N.V.
Arunachal Pradesh s Oyj,"APIs, finished drug products, and pharmaceutical excipients",356510.9847,Company,Marebak,Oyj
Arunachal Pradesh s Oyj,,8912.0982,Company,Nalakond,Oyj
Arunachal Pradesh s Plc,"Manufacturing, engraving, chasing, or etching jewelry and metal personal goods and other small articles",6859.0679,Company,Marebak,PLC
Arunachal Pradesh s Plc,"Fish, crustaceans and other seafood",210933.2061,Company,Oceanus,PLC
Arunachal Pradesh s Plc,,12236.6728,Company,Oceanus,PLC
Arunachal Pradesh s S.A. de C.V.,"Offers a wide range of processed and preserved shellfish, and exotic fish; Catfish, cod, shark, snapper, swordfish, tuna, whitefish, yellowtail, clams, crabs, lobsters, mussels, oysters, scallops, salmons, seaweeds, octopus, crayfish, shrimps, mackerels, seabass, smelts, sole, pollack, and hoki fillet",60345.5044,Company,Marebak,S.A. de C.V.
Arunachal Pradesh s S.p.A. Services,,4666.6728,Company,Marifada,S.p.A.
Arunachal Pradesh s Sagl Transport,"Fish and other seafood (fish, shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams)",72757.4505,Company,Nalakond,Sagl
Arunachal Pradesh s SRL,,,Company Contacts,Brindivaria,SRL
AS Limited Liability Company,,8956.6728,Company,Oceanus,A/S
Ashley and Sons,,,Company Contacts,ZH,Sons
Ashley Group,,,Beneficial Owner,ZH,Group
Ashley Inc,,,Beneficial Owner,ZH,Inc
Asiotr Dry dock OJSC Express,,5306.6728,Company,Oceanus,OJSC
Asiotr GmbH & Co. KG,,4668.8344,Company,Merigrad,Ges.m.b.H
Asiotr Green  SE Marine sanctuary,,8716.4455,Company,Mawazam,SE
Asiotr Inc Marine conservation,,,Company,Icarnia,Inc
Asiotr Ltd. Liability Co,General freight trucking services,114522.6452,Company,Marebak,Limited
Asiotr Ltd. Liability Co and Son's,,,Company,Sol y Oceana,Sons
Asiotr Ltd. Liability Co Transit,Logistics and transportation services,63466.6728,Company,Oceanus,Limited
Asiotr S.A. de C.V.,,5476.6728,Company,Oceanus,S.A. de C.V.
Asiotr S.A. de C.V. Chart,,6718.5042,Company,Mawazam,S.A. de C.V.
Assam   Limited Liability Company,,20666.6728,Company,Oceanus,Limited
Assam   Limited Liability Company,"Power and Gas segment (gas and steam turbines, generators for gas or steam power plants, compressor trains, integrated power plant solutions, and instrumentation and control systems for power generation, and producing and transporting oil and gas); Wind Power and Renewables segment (geared and direct drive wind turbines for onshore and offshore applications; and engages in the hydro power business); Energy Management (offers products, systems, solutions, software, and services for transmitting and distributing power, and developing intelligent grid infrastructure); Building Technologies segment (provides automation technologies and digital services for fire safety, security, building automation, heating, ventilation, air conditioning, and energy management); Mobility segment (passenger and freight transportation, including rail vehicles and automation systems, and electrification systems; road traffic technology, IT solution, and related services; and consulting, planning, financing, construction, service, and mobility system services); Digital Factory segment (provides products and system solutions for manufacturing industries; and lifecycle and data-driven services); Process Industries and Drives segment (couplings, gears, motors and converters, process instrumentation systems, process analytics devices, wired and wireless communication, industrial identification and power supplies, and decentralized control systems and industrial software; and application-specific systems and solutions); Healthineers segment (provides medical technology and software solutions; and clinical consulting and training); Financial Services segment (offers leasing solutions and equipment; and debt and equity investment products)",72162317.27,Company,Utoporiana,Limited
Assam   Ltd. Corporation Delivery,,6243.8581,Company,Marebak,Co
Assam   Ltd. Liability Co,,8760.844,Company,Marebak,Limited
Assam   S.A. de C.V.,,,Company,Arreciviento,S.A. de C.V.
Assam   S.A. de C.V. Carriers,,14766.6728,Company,Oceanus,S.A. de C.V.
Assam  Market AG Logistics,,,Company,Oceanus,AG
Assam  Market CJSC Tuna,Seafood products,143811.9545,Company,Coralada,CJSC
Assam  Market Corp Solutions,"Development of patents and utility models in Germany and their recovery, in particular through licensing and development, production and distribution, including rental and leasing of other machinery, tools, equipment and goods of all kinds, especially for industrial and do it-yourself needs",,Company,Utoporiana,Co
Assam  Market Incorporated -,"Soy sauce, soy sauce-based seasonings, foodstuffs, alcohol-based seasonings and alcoholic beverages, beverages, enzymes and other biochemical products; the wholesale of oriental food; and restaurant management services",4248351.544,Company,Rio Isla,Inc
Assam  Market Incorporated Tanker,,12092.0295,Company,Utoparadia,Inc
Assam  Market Kga Brothers,"Offers a range of products, including frozen shrimps, fish fillets, squid, cuttlefish and mollusks, as well as ready-to-cook and ready-to-serve foods such as honey-flavored marinated grill shrimps, breaded shrimps with cheese sauce toppings, mushroom and shrimp encroute, and pre-fried breaded shrimp skewers",16312.9543,Company,Mawazam,Kga
Assam  Market Kga Marine ecology,Workwear,9138.7688,Company,Mawazam,Kga
Assam  Market Limited Liability Company,Shellfish and seafood products,32644.1172,Company,Nalakond,Limited
Assam  Market Ltd. Corporation,"Canned seafood; salted, dried and smoked seafood; packed fresh shellfish; and marine fats and oils",11506.1505,Company,Marebak,Co
Asveja Marine biology AS Forwading,,,Company,Isla Solmar,A/S
Asveja N.V. Marine sanctuary,,4766.6728,Company,Oceanus,N.V.
Asveja S.A. de C.V. International,,7674.9819,Company,Marebak,S.A. de C.V.
Asveja Wakame Ltd. Corporation International,"Sealing elements, high pressure lines, fuel lines, cooling, ventilation and heating systems for engines such as water hoses, fuel hoses, and air-conditioning hoses",662607.5656,Company,Playa Solis,Co
Atkins Group,,,Company Contacts,ZH,Group
Atkins Group,,,Company Contacts,ZH,Group
Atkins Inc,,,Beneficial Owner,ZH,Inc
Atkins Ltd,,,Beneficial Owner,ZH,Limited
"Atkins, Barnett and Adams",,,Company Contacts,ZH,
"Atkins, Hester and Dawson",,,Company Contacts,ZH,
"Atkins, Robinson and Gutierrez",,,Beneficial Owner,ZH,
"Atkins, Walters and Hill",Pharmaceutical and ancillary products,1282006.603,Company,ZH,
"Atkins, Williams and Gonzalez",,,Company Contacts,ZH,
Atkins-Bruce,,,Beneficial Owner,ZH,
Atkins-Moyer,,,Company,ZH,
Atkinson and Sons,,,Beneficial Owner,ZH,Sons
Atkinson and Sons,,,Company Contacts,ZH,Sons
Atkinson Inc,,,Beneficial Owner,ZH,Inc
Atkinson LLC,,,Beneficial Owner,ZH,Limited
Atkinson Ltd,,,Beneficial Owner,ZH,Limited
Atkinson PLC,,,Beneficial Owner,ZH,PLC
Atkinson PLC,,,Company Contacts,ZH,PLC
"Atkinson, Ball and Oconnor",,,Beneficial Owner,ZH,
"Atkinson, Cowan and Hoffman",,,Company Contacts,ZH,
"Atkinson, George and Rodriguez",,,Beneficial Owner,ZH,
Atkinson-Lawson,,,Company Contacts,ZH,
Atkinson-Powell,,,Beneficial Owner,ZH,
Atkins-Parker,,,Company Contacts,ZH,
Atkins-White,,,Beneficial Owner,ZH,
Atlantic Ocean Coast  Co Marine conservation,"Casual, dress, sandal, athletic and therapeutic footwear for both men and women; Offers heels and wedges, flats and slip-ons, clogs, boots, lynco orthotics, copper socks such as dress-casual, compression socks, athletic socks and nonbinding",57266.6728,Company,Oceanus,Co
