name,tot_company,tot_revenue
Mike Houston,1,0
Charles Allen,1,0
George Gregory,2,0
Jennifer Allen,1,0
Miss Tonya Murray DDS,1,0
Sylvia Tate,1,0
Edward Jones,3,0
Savannah Garcia,1,0
Kristen Rice,1,0
Nicholas Sosa,1,0
Kaitlyn Jackson,1,0
Kyle Foley,1,0
Don Owen,1,0
Matthew Hall,2,0
Jonathan Bowman,2,5389.37985
David Singh,1,0
Megan Poole,1,0
Brianna Wright,1,0
Troy Allen,1,0
Theresa Clark,1,0
Amanda Nelson,1,0
Andrew Mcintosh,1,0
Jessica Morrison,1,0
Christopher Woodard,1,0
Jacob Moss,1,0
Francis Griffin,1,0
Jessica Gonzalez,5,63618.12028
Sharon Taylor,1,0
Jennifer Hanna,1,0
Kelly Chavez,1,0
Sergio Navarro,1,0
Robert Wilcox,1,0
Wendy Spears,1,0
Casey Garner,1,0
Rita Fields,1,0
Jessica Brown,5,6519.69207
Nathaniel Lang,1,0
Jessica Nunez,1,0
Brandon Morris,1,0
Elizabeth Jennings,1,0
Gina Garcia,1,0
Jonathan Avila,1,0
David Sanford,1,0
Mr. Jonathan Hernandez,1,0
Carol Townsend,1,0
Robin Lewis,1,0
Douglas Bruce,1,0
Adam Greene,2,29995.9297
Carla Wright,1,1117.556683
April King,1,1117.556683
Erin Andrade,1,1117.556683
David Wise,1,1117.556683
Mark Parker,1,1117.556683
William Gonzales,1,1117.556683
Kristie Freeman,1,1117.556683
Teresa Gordon,2,1728.553735
Brett Vargas,1,1117.556683
Candice Adams,1,1117.556683
Crystal Garcia,1,1117.556683
Omar Wilson,1,1117.556683
Tamara Jones,1,1117.556683
Connor Martin,1,1117.556683
Rodney Martin,1,1117.556683
Michael Morris,3,2167.726233
Kelly Williams,3,1117.556683
Gina Jones,1,1117.556683
Debra Mcmahon,1,1117.556683
Alfred Allen,1,1117.556683
Jason Garrett,2,15834.21547
Shelley Young,1,1117.556683
Raymond Marshall,1,1117.556683
Anthony Banks,1,1117.556683
David Andrews,1,1117.556683
Timothy Stevens,1,1117.556683
Joseph Owens,2,1117.556683
Sherri Rojas,1,1117.556683
Stacey Perez,1,1117.556683
David Hill,3,214212.2226
Alex Douglas,1,0
Cindy Walker,1,281433.1686
Brady Levy,1,319.4447
Colleen Gray,1,319.4447
Megan Walter,1,319.4447
Dominic Gordon,1,319.4447
Amber White,1,319.4447
Ralph Johnson,1,319.4447
Alexander Morales,1,319.4447
Kimberly Rich,1,319.4447
Jasmine Woodard,1,319.4447
Joshua Decker,1,319.4447
Levi Blankenship,1,319.4447
Andrea Leonard,1,319.4447
Glen Ball,1,319.4447
Michelle White,2,319.4447
Ryan Chen,1,319.4447
Megan Stone,1,319.4447
Karen Vasquez,1,319.4447
Kendra Hardin,1,319.4447
Rita Edwards,1,319.4447
Adrienne Myers,1,319.4447
Stephanie Obrien,2,319.4447
Brenda Thomas,2,35246.63606
George Delgado,1,319.4447
Michael Stout,1,0
Courtney Wheeler,1,0
Sophia Cohen,1,0
Ashley White,3,1326.471129
Erin Klein,1,0
Carla Ware,1,0
Leslie Shepherd,1,9306.6728
Scott Schmidt,2,0
Heidi Horton,2,24366.6728
Maria Collier,1,0
Chad Thornton,1,21608.4707
Mr. Christopher Hansen Jr.,1,0
Mary Clay,1,18791.912
Brianna Coleman,1,0
Christina Henry,1,6006.6728
Jeremy Gutierrez,2,5866.6728
John Jackson,4,13234.41669
Adam Anderson,2,16087.4337
Craig Ramirez,2,164.3680276
Nathan Cooper,1,0
Michelle Martin,1,49588.6794
Scott Chambers,1,0
Lisa Cortez,1,3535.87965
Kendra Parker,1,3535.87965
Shelby Ramos,1,0
Joshua Keith,1,12042.49935
Janice Kaiser,1,12042.49935
Cynthia Mora,1,0
Tasha Mullen,1,0
Donna Key,1,0
Douglas Ferguson,2,20933.86863
Jill Garcia,1,20933.86863
Marissa Thompson,1,20933.86863
Christopher Allen,1,0
Tina Carlson,1,0
Debbie Mann,1,0
Nicholas Mitchell,2,0
Wanda Clark,1,0
David Williams,4,23062.96978
William Vasquez,1,0
Maria Rodriguez,1,0
Timothy Marshall,1,0
Robert Clark,1,3184.15275
Patrick Diaz,2,3184.15275
Mary Walker,2,0
Elizabeth Osborne,1,47409.483
Timothy Johnston,2,8014805.997
Matthew Gibbs,1,15447.8469
Anthony Reid,1,0
Jeffrey Drake,1,0
Christopher Cox,1,0
Mario Bush,1,0
Brittany Moore,3,430072.464
Billy Martin,2,430072.464
Stephanie May,2,430072.464
David Martin,5,430072.464
Richard Orozco,2,430072.464
Ashley Duncan,2,430072.464
Jill Hernandez DVM,2,430072.464
Susan Garcia,2,430072.464
Jennifer Lang,2,430072.464
Annette Perry,2,430072.464
Kayla Cherry,2,430072.464
Carrie Martin,2,430072.464
Michelle Gonzalez,2,430072.464
Sheila Christensen,2,430072.464
Scott Long,2,430072.464
Elizabeth Henderson,3,430072.464
Aaron Black,2,430072.464
Keith Myers,2,430072.464
Sarah Pope,2,430072.464
Andrew Green,2,430072.464
Donna Johnson,2,430072.464
Samantha Whitaker,2,430072.464
Rachel Russell,2,0
Sarah Turner,1,19993.3888
Omar Watson,1,0
Vanessa Ford,2,0
Anna Mitchell,1,0
Carlos Thomas MD,1,0
Nicole Harvey,1,0
Debra Freeman,1,0
Paige Woods,1,0
Barbara Morrow,1,0
Melissa Jensen,1,0
Elizabeth Martinez,1,0
Melissa Carr,1,0
Mark Duncan,1,0
Gregory Schultz,1,0
Anna Hall,1,0
Lisa Webb,1,0
John Nelson,2,0
Charles Hernandez,2,0
Ms. Sandra Weaver,1,0
Sean Diaz,1,0
Regina Gibson,1,24044.70435
Eric Mendoza,1,24044.70435
Robin Velez,1,0
Linda Williams,1,4667.013
Courtney Hernandez,1,0
Sandra Mendez,1,348207.9605
Leah West,1,9726.6728
Kyle Paul,1,0
Samantha Thompson,1,2734.6935
Dr. Michael Love,1,2734.6935
Gina Hernandez,1,0
Kayla Bond,1,335666.6728
Jennifer Rivera,3,134190.9527
Spencer Olsen,1,0
Jacob Caldwell,2,1090822.324
Samantha Mendez,2,1090822.324
Amanda Weber,2,1090822.324
Richard Ramirez,2,1090822.324
Hector Acosta,2,1090822.324
Anthony Hensley,2,1090822.324
Paul Reynolds,2,1090822.324
Lauren Long,2,1090822.324
Dylan Erickson,2,0
Christine Taylor,1,3690.1916
Michael David,1,3690.1916
Ryan Kim,1,0
Sarah Guerra,1,0
Gregory Carroll,1,0
Sarah Sexton,2,57866.6728
William Kim,2,0
Monica Yates,1,277397.3078
Kellie Allen,1,18366.6728
Brian Church,1,55566.6728
Alan Parker,3,3464.58688
Emily Ruiz,3,3464.58688
Abigail Franco,3,3464.58688
Lisa Kelly,5,3800.861751
Dale Brooks,3,3464.58688
Andrew Thompson,3,0
Chelsea Hudson,1,0
Donald Fields,1,0
Margaret Reyes,1,0
Angela Chavez,1,40066.6728
Bethany Weber,1,0
Joseph Gentry,1,5552.677
Michael Everett,1,46253.7853
Andrea Franklin,1,6906.6728
Brian Carr,1,2333.9779
Frances Horton,1,2333.9779
Tiffany Nelson,1,17566.6728
Angela Bender,1,0
Sandra Evans,1,5216.6728
Jim Parrish,1,16266.6728
Jessica Moran,1,5596.6728
Jose Moyer,1,43266.6728
Carla Durham,1,5958.94645
Jonathan King,2,5958.94645
John Clark,6,17148.05172
Timothy Brennan,1,0
Cynthia Collins,1,0
Joseph Wise,1,0
Melissa Peterson,3,0
William Hunt,2,19666.6728
Micheal Smith,2,0
Julie Barrera,1,0
Robert Randolph,1,0
Pamela Johnson,2,0
Stephen Mendoza,1,0
Steven Hughes,1,0
Thomas Harris,1,0
Ann Alexander,1,0
Timothy Lopez,1,0
William Harper,1,0
Anthony Jordan,1,0
Kayla Anderson,3,0
Leah Thompson,1,0
Danielle Ward,1,0
Robin Bridges,1,0
Randall Gallegos,1,0
Robin Casey,1,0
David Chandler MD,1,0
Sandra Santiago,1,0
Drew Brown,1,0
Brandon Parrish,1,0
Paul Taylor,3,0
Cynthia Cross,1,0
Andrea Johnson,1,0
Carl Simmons,1,0
Kenneth Harper,1,0
Courtney Moore,1,4736.6728
Matthew Saunders,1,146666.6728
Shelia Shepard,1,2308.890933
Nathaniel Allen,2,2308.890933
Krystal Mcclain,1,2308.890933
Marissa Dawson,1,0
Paige Ford,1,0
Brandon George,1,14783.14702
Tricia Mcgrath,1,14783.14702
Richard King,1,14783.14702
John Murray,2,23698.01152
Kelly Smith,3,14783.14702
Omar Cook,1,0
John Fisher,3,0
Barbara Reese,1,0
Eric Riley,1,0
Teresa Williams,2,0
Brandon Rogers,1,0
Melissa Cabrera,1,0
Tiffany Reynolds,1,0
Megan Garcia,2,0
Catherine Gay,1,0
Melissa Walters,1,0
Jade Castillo,1,0
Sara Wilson,1,0
Robert Gardner DVM,1,0
Christine Hicks,1,0
Andrew Diaz,1,0
Linda Golden,1,0
Deborah Cummings,1,0
Autumn Thomas,1,0
Meredith Phelps,1,0
Jenna Sanchez,1,0
Lindsay Gomez,1,0
Todd Martin,1,0
Lindsey Clark,1,0
Thomas Thompson,2,0
Michael Kelly,1,0
Eugene Ray,1,0
John Walker,5,201909.7663
Eric Johnson,3,0
Kenneth Malone,1,0
Diamond Larson,1,0
Christine Bowen,1,0
Brian Day,1,0
Jessica Newman,1,0
Sean Walsh,1,0
Ruth Randall,1,0
Steven Martinez,1,0
Morgan Howell,1,0
Michael Gray,2,0
Eddie Reed,1,0
Kenneth Murray,1,0
Samantha Torres,2,0
Cassandra Buchanan,1,0
Michael Underwood,2,232.9371027
Jennifer Ramirez,3,0
Janice Pearson,1,0
Heidi Carroll,1,24349.78775
Renee Myers,1,0
Edward Campos,1,0
Scott Mcneil,1,0
Deborah Jones,1,0
Jeff Rojas,1,0
Kevin Villanueva,1,0
Carl Adams DDS,1,0
Kelly Wagner,1,0
Aaron Elliott,1,0
Lisa Valdez,2,10006.5288
Patrick Wilson,1,0
Makayla Baker,1,0
Eduardo Barrett,1,0
Veronica Lee,1,0
Randy Lee,3,780.3707111
David Chavez,3,0
Heather Lyons,2,0
Laura Patel,1,0
Nicholas Shannon,1,0
Jorge Chase,1,0
Edward Buchanan,1,0
Laura Johnson,3,285214.209
Dawn Shaw,1,0
Kristin Smith,2,465058.7132
Jeffrey Garcia,1,0
Jenna Long DDS,1,0
Jeremy Thompson,1,0
Darren Bautista,1,0
Melissa Duncan,1,0
Erica Cowan,1,0
Patrick Sanchez,1,0
Dana Williams,1,0
Stephanie Higgins,1,5264.6738
Earl Christian,1,24966.6728
Tiffany Santiago,1,83366.6728
Kelsey Reed,1,0
David Garcia,2,4880.997075
Allen Lopez,1,0
Joshua Wade,1,0
Billy Anderson,1,0
Christopher Spears,1,0
Doris Smith,1,0
Sharon Freeman,1,0
Ross Kirby,1,0
Taylor Boyd,1,0
Scott Owen,1,0
Daniel Davis,3,1457.68263
Sherry Shepherd,1,0
Vanessa Lang,1,0
Daniel Bowman,1,0
Zachary Bowman,1,0
Kevin Turner,1,0
Bonnie Harris,1,0
Joe Miranda,1,0
Victor Rojas,1,0
Bryan Harvey,1,0
Mary Patel,1,0
Pamela Munoz,1,0
Alexa Guzman,1,0
Christine Murillo,1,0
Nancy Gross,1,0
Dr. Kristy Castillo,1,0
Eric Taylor,1,0
Barry Callahan,1,0
Ivan Mcintosh,1,0
Mark Snow,1,0
Cole Quinn,1,0
Kelsey Maynard,1,3332.0677
Barbara Wilson,1,3332.0677
Madeline Wood,1,0
Ryan Dunn,1,62277.1287
Alyssa James,1,6249.2037
Joan Parrish,1,63766.6728
Cassidy Decker,1,0
Linda Camacho,1,3059.97605
Elizabeth Diaz,1,3059.97605
Sean Green,1,0
Erin Davis,1,0
Dr. Don Burton DDS,1,0
Thomas Stewart,1,3291.99715
Thomas Mcdaniel,1,3291.99715
Mark Snyder,1,0
John Wilson,4,18634.17556
Jennifer Burch,1,47366.5018
Stacy Mason,1,0
Joshua Miranda,1,0
Justin Ruiz,1,0
Robert Bennett,3,54666.6728
Zachary Green,1,1427.39515
Amanda Gaines,1,1427.39515
Ryan Andrews,2,1427.39515
Paul Santos,1,1427.39515
Mr. Antonio Stephens,1,5103.535875
Brian Green,1,5103.535875
Marcus Clark,2,16386.84688
Andrea Henderson,1,5103.535875
Larry Perez,1,0
Todd Marks,1,5542.3815
Amanda Steele,2,3629.49285
April Hensley,1,3629.49285
Christopher Nash,1,0
Tyrone Strong,1,1032.0841
Mary Silva,1,1032.0841
Jordan Castaneda,1,1032.0841
Donald Smith,3,2280.348353
Christopher Eaton,1,1032.0841
Matthew Lopez,3,6635.45253
Gary Jones,1,1032.0841
Leslie Peters,2,0
Nicholas Vaughan,1,1032.0841
Jessica Graham,1,0
Mary Church,1,0
Luis Anderson,2,0
Jamie Rivera,1,0
Tony Baker,1,0
William Mcgee,1,0
Nicholas Banks,2,0
Diana Baker,2,9993.78675
Andrea Williams,2,9993.78675
William Colon,1,0
Amber Donovan,1,407736.6738
Melissa Taylor,1,407736.6738
Christian Lopez,1,407736.6738
Noah Goodman,1,407736.6738
Jesus Avery,1,407736.6738
Robin Howard,1,407736.6738
Patrick Weber,1,407736.6738
Kim Martin,2,422305.5625
Christopher Nguyen,1,407736.6738
Joseph Goodwin,1,407736.6738
Kyle Howard,1,407736.6738
Pamela Brock,1,0
Allison Wyatt,1,11436.6728
Heather Hendrix,1,687583.3766
Sandy Williams,1,0
Thomas Rose,1,0
Richard Cooper,1,0
Christian Richardson,1,0
Heather Kane,1,0
Laura Barnes,1,0
Stephanie Hansen,1,0
Anna Carney,2,9996.6728
Valerie Garcia,1,4266.2657
Julie Chan,1,4266.2657
Christine Sanders,1,0
Sarah Marshall,1,44966.6728
Rodney Alvarez,2,690.2694143
Tracy Green,3,690.2694143
Susan Martin,2,690.2694143
Briana Garcia,2,690.2694143
Stephanie Johnston,2,690.2694143
Gary Robertson,2,690.2694143
Amanda Arias,2,690.2694143
Donna Moore,1,0
Jordan Hood,1,8464.11095
Ryan Phillips,1,0
Steven Day,2,5391.0028
Mrs. Crystal Garcia,1,3451.967233
Kayla Jones,1,3451.967233
James Bradley,1,0
Dr. Lauren Fisher MD,1,262347.8831
Tammy Pineda,1,6561.5778
Christopher Vaughn,1,40969.84265
Lauren Reyes,1,40969.84265
Beth Ho,1,40969.84265
Andrea Stark,1,40969.84265
Kellie Perry,1,0
Johnny Hensley,1,33526.7005
Jason Becker,1,9577.4686
Paula Vance,1,6192.081
John Tyler,1,6192.081
Brian Edwards,2,6192.081
Joseph Mclean,1,6192.081
Darlene Spencer,1,0
Matthew Freeman,2,15496.4346
Stephanie Walker,3,0
Justin Carter,2,12026.6728
Ryan Hartman,1,12558.435
Jonathan Kaufman,1,0
Dustin Duncan,1,188838.5712
Jennifer Mcdowell,1,188838.5712
Paul Mccoy,1,0
Frank Moore,1,0
Nicole Ferguson,1,0
Michael Glover,1,0
Mary Kelley,1,0
Bradley Singh,1,0
Wesley Owens,1,2888.27985
Felicia Rodriguez,1,0
Kirk Hopkins,1,0
Ashley Hickman,1,0
Jessica Weaver,2,10836.6728
Nancy Stone,2,0
Sonia Snyder,1,6435.1588
Theresa Schwartz PhD,1,6435.1588
Danielle James,2,0
Jeffrey Andersen,1,0
Carlos Goodwin,1,0
Juan Lambert,1,0
Nathan Ortiz,1,0
Jeffery Miller,1,18666.6728
Dylan Allen,1,19956.0355
Lori Wheeler,1,14158.4201
Samantha Vasquez,1,17894.2234
Jonathan Skinner,1,0
Amanda Schneider,1,0
Jeremiah Greene,1,9277.7603
Brad Matthews,1,9277.7603
Paul Ryan,1,0
Robert Frederick,2,7253.54305
Tamara Reese,2,7253.54305
Bobby Jones,3,7253.54305
Audrey Rice,2,7253.54305
Daniel Keller,2,0
Ann Shields,1,526985.7255
Nathan Parker,1,0
Barbara Park MD,1,2179.6792
Alyssa Miller,1,2179.6792
Katie Moore,1,2179.6792
Vincent Fields,1,0
Benjamin Jackson,1,5116.6728
Ryan Jennings,1,41563.366
Vanessa Pace,1,65166.6728
Ronnie Gould,1,9677.455
Susan Mills,1,9677.455
Brian Walter,1,9677.455
Jesse Mendoza,1,0
Sheryl Davis,1,0
Candice Michael,1,0
Robert Benton,1,0
Shaun Berg,1,0
Michael Walker,2,0
Christopher Delacruz,1,0
Andrea Reynolds,1,0
Robert Martinez,5,14367.23278
Melissa Decker,1,0
Douglas Cox,1,0
Timothy Jensen,1,0
Roberto May,1,0
Lisa Rodriguez,2,0
Tyler Dixon,1,0
Stephen Li,1,0
Mary Hansen,1,0
Ronald Miller,1,0
Amy Lynch,1,0
Ashlee Cooper,1,0
Elijah Hill,1,0
Justin Diaz,2,14524.43403
Sharon French,1,0
Jacob Reed,1,0
Tonya Turner,1,0
Steven Williams,2,7983.826912
Angel Burke,1,0
Loretta Morgan,1,0
Robert Rowe V,1,0
Joshua Hanson,1,0
Stephanie Green,2,13390.41188
Samantha Gutierrez,2,10724.07613
Keith Hernandez,1,10724.07613
Gloria Long,1,10724.07613
Christian Armstrong,1,0
Peter Ramirez,1,0
Kristin Barrett,1,11046.6728
Timothy Herrera,1,0
Michelle Rollins,1,7539.9614
Catherine White,2,7539.9614
Dr. Bianca Payne,1,0
Kayla Kerr,1,0
William Jensen,4,12334.48646
Jennifer Garrett,1,0
Victor Stephens,1,0
Dean Ramsey,1,5315.8038
Alyssa Harper,1,5315.8038
Dr. Dominique Boyle,1,0
Justin Davis,3,18566.6728
Kyle Jenkins,1,11506.6728
Jose Mcmillan,1,0
Monica Martin,1,0
Lisa Weaver,1,0
Marie Castillo,1,0
Caitlyn Harrison,1,0
Victoria Briggs,1,13866.6728
William Long,2,26470.74343
Ashley Roach,1,26470.74343
Tina Farmer DVM,1,26470.74343
Cody Cummings,1,0
Thomas Rogers,1,13696.6728
Douglas Young,1,4245.5576
Alec Jones,1,4245.5576
Michelle Munoz,1,4245.5576
Nicholas Doyle,1,0
Jodi Barker,1,1817.229533
Joshua Taylor,3,21383.90233
Debbie Hernandez,1,1817.229533
Kaitlyn Powell,1,0
Charles Brown,5,84238.66332
Joseph Ward,2,5976.6728
Mary Gillespie,1,33526.7005
Mr. Paul Bonilla II,1,4986.6728
Kimberly Carpenter,1,22324.76907
Christopher Gordon,1,22324.76907
Lisa Hoffman,1,22324.76907
Carrie Morris,1,0
Paul Cummings,1,74495.6495
Jessica Wolfe,1,47312.2344
Kaylee Miller,1,0
Stephanie Montgomery,1,5426.6562
Amanda Terry,1,60536.82717
Elijah Kelley,1,60536.82717
Melanie Powell,1,60536.82717
James Peck,1,0
Angelica Oneal,1,4560.959267
Amber Hernandez,1,4560.959267
Walter Silva,1,4560.959267
Vanessa Wilson,1,0
Wendy Villarreal,1,7894.445467
Becky Dean,1,7894.445467
Craig Watson,1,7894.445467
Ashley Hunter,1,7894.445467
Amber Diaz,1,7894.445467
Adam Simon,1,7894.445467
Cathy Green,1,0
Stephen Riggs,1,60490.1876
Lori Wilson,1,60490.1876
Alex Gomez,1,0
Alexandra Parker DVM,2,10636.6728
Carla Jimenez,1,54366.6728
Melissa Parker,1,8650.3304
Cassandra Jones,1,0
Gregory Williams,2,43766.6728
Christopher Espinoza,2,0
Larry Fernandez,1,0
James Hoffman,2,515.2188042
Frank Graham,1,515.2188042
Charles Turner,1,515.2188042
Christine Cummings,1,515.2188042
Tyler Suarez,1,515.2188042
Margaret Perkins,1,515.2188042
Michael Pruitt,1,515.2188042
Matthew Mathews,1,515.2188042
Sean Rangel,1,515.2188042
Nicole Roberts,2,7117.670354
Loretta Grimes,1,515.2188042
Ashley Johns,1,515.2188042
Diane Gonzales,1,515.2188042
Joshua Hensley,1,515.2188042
Justin Jacobs,1,515.2188042
James Townsend,2,3150.511104
Brian Holland,1,515.2188042
Melinda Massey,1,515.2188042
Luis Parker,1,515.2188042
Angie Braun,1,515.2188042
Dean Adams,1,515.2188042
Jeffrey Cole,1,515.2188042
Pamela Pugh,1,515.2188042
Daniel Holmes,1,515.2188042
Austin Lowe,1,515.2188042
Sarah Silva,2,515.2188042
Robert Williams,4,515.2188042
Jack Griffin,1,515.2188042
Craig Hensley,1,515.2188042
Mrs. Kimberly Stephens,1,515.2188042
John West,1,515.2188042
Rachel Ramirez,1,515.2188042
Adam Hall,1,515.2188042
David Wilkerson,1,515.2188042
Brianna Lee,1,515.2188042
Barbara Brady,1,515.2188042
Dana Wilson,1,515.2188042
Mitchell Young,1,515.2188042
Johnny Morgan,1,515.2188042
Ann Forbes,1,515.2188042
Eric Morales,1,515.2188042
Rhonda Weber,1,515.2188042
Mr. Nicholas Lee,1,515.2188042
Mark Rowland,1,515.2188042
Michael Gonzalez,4,515.2188042
Leah Soto,1,515.2188042
Lauren King,1,0
Edward Estrada,1,0
Lisa Hall,2,2806.5872
Mark Perez,1,0
Darrell Henderson,1,0
Mary Mitchell,3,0
Alexander Mccormick,1,71587.4508
Margaret Jordan,1,7066.81625
Zachary Thomas,1,7066.81625
Catherine Rice,2,17808.5518
Jake Campbell,1,0
Melissa Wilson,1,0
Malik Parker,1,0
Roy Murray,1,0
Diane Li,1,0
Dustin Gomez,1,0
Sara Thompson,1,0
Ashley Adams,3,14716.65879
Sandra Hamilton,1,0
Linda Rivera,1,4716.8421
Darryl Camacho,1,0
Sonya Brennan,1,16764.3551
Angela Velazquez,1,16764.3551
Cynthia Cummings,1,16764.3551
Nathan Morris,1,0
Michael Carson,2,5596.6728
Mary Robinson,2,7574.362683
Debbie Willis,1,7983.826912
Brenda Collins,1,7983.826912
Denise Fuller,1,7983.826912
Russell Baker,1,7983.826912
Abigail Medina,1,7983.826912
Kimberly Wagner,1,7983.826912
Michael Jacobs,2,7983.826912
Daniel Rowland,2,7983.826912
Julie Underwood,1,7983.826912
Justin Davies,1,7983.826912
Steven Marks,1,7983.826912
Ruth Bell,1,7983.826912
William Miller,1,7983.826912
Susan Silva,1,7983.826912
Mark Santiago,1,7983.826912
Jennifer Brown,4,16250.2582
Jonathan Perez,1,7983.826912
Briana Carr,1,7983.826912
Jeremy Frederick,1,7983.826912
Eric Oliver,1,7983.826912
Robert Conner,1,7983.826912
Lindsey Harris,1,7983.826912
Charles Reed,2,7983.826912
Kyle Smith,2,0
Timothy Murphy,1,0
Rita Rodgers,1,0
Kevin Alexander,1,0
Victoria Mckenzie,1,0
James Carpenter II,1,0
Kyle Stafford,1,0
Marilyn Gray,1,0
Jordan Ruiz,1,0
Jennifer Meyer,1,0
Erica Jimenez,1,0
Tommy Jones,2,0
Daniel Castillo,1,0
Jennifer Patel,1,0
Kevin Fuentes,1,0
Sarah Scott,2,0
Carlos Ryan,1,0
Kevin Walters,1,0
Sarah Hernandez,2,0
Steven King,1,0
Keith Rocha,1,0
Dr. Anna Collins,1,0
Kathy King,1,0
Tonya Gardner,1,0
Susan Bowman,1,0
Marissa Dickerson,1,0
James Parker,2,0
Amy Hoffman,1,0
William Garza,1,0
Jennifer Jensen,2,2093.80555
Thomas Jackson,1,0
Martin Taylor,1,0
Chad Mitchell,1,0
Joann Wolfe,1,0
Elizabeth Miller,3,0
Megan Small MD,1,0
Daisy Jenkins,1,0
Craig Martinez,1,0
Logan Shaw,1,0
Juan Smith,4,66505.59409
Christopher Wood,1,0
Cody Turner,1,0
Timothy Odonnell,1,0
Patricia Woodard,1,0
Cheryl Morgan,1,0
Jade Davies,1,0
Tara Baker,1,0
Michael Hughes,3,0
Robert Everett,1,0
Megan Mckee,1,0
James Valencia,2,0
Patricia Davis,3,24214.6638
Erin Gonzalez,1,0
Jordan Williams DVM,1,0
Tanya Thomas,1,0
Kellie Morales,1,0
Chelsea Williams,2,336.2748706
Alyssa Nguyen,1,0
Andrea Richard,1,0
Richard Lawson,1,0
Daniel Mora,1,0
Angela Hahn,1,0
Catherine Figueroa,1,0
Dylan Harris,2,1555.822214
Marcus Johnson,1,0
Mr. Paul Richardson,1,0
Christopher Lucas,1,0
Evan Kennedy,1,0
Ashlee Wilkerson,1,0
Cassidy Sweeney,1,0
James Watts,1,0
Barbara Burns,1,0
Albert Barnes,1,0
Selena Hobbs,1,0
Brandi Caldwell,1,0
Dr. Jamie Griffin,1,0
Craig Spence,1,0
Steven Robinson,1,0
Samantha Stewart,1,0
Erin Clements,1,0
David Nichols,3,31645.12227
Joseph Rivas,1,0
Sarah Chen,2,5507.9753
John Lambert,1,0
William Wyatt,1,0
Matthew Poole,1,0
Jenna Jackson,1,0
Vickie Griffin,1,0
Jordan Stone,1,0
James Nichols,1,0
Morgan Robertson,1,0
William Perry,1,0
Daniel Rhodes,1,0
Christine Adams,1,0
Susan Baker,1,0
Dr. Laura Tran,1,0
Keith Benson,1,0
Amber Duke,1,0
Diana Wright,1,13222.8861
Daniel Murray,1,0
Lisa Phillips,1,0
David Walls,1,0
Robert James,3,0
Matthew Graham,1,0
Steven Weeks,1,0
Brittney Spence,1,0
Victor Brewer,1,5378.3899
Nicholas Casey,1,0
Victoria Austin,1,0
Edwin Jenkins,1,0
Victoria Carpenter,1,0
Sean Patel,1,0
Scott Gray,1,0
Tyrone Daniel,1,0
Marissa Nash DVM,1,0
Angela Cole,1,0
David Mckay,1,0
Javier Conrad,1,0
William Montgomery,1,0
Ashley Crawford,1,0
Adam Woods,1,0
Veronica Brown,2,0
Alexander Stewart,1,0
Penny Lewis,1,0
Vanessa Sullivan,1,0
Katherine Chan,1,0
Michael Matthews,1,0
Dale Martin,1,0
Randall Walsh,1,0
Vanessa Gutierrez,1,0
Michael Jimenez,2,9522.224267
David Curry,1,0
Melinda Campbell,1,0
Jamie Rice,1,0
Erin Morrison,1,5908.384948
Joseph Bailey,1,5908.384948
Isabella Walker,1,5908.384948
Shawn Snyder,1,5908.384948
Thomas Craig,1,5908.384948
Timothy Taylor,1,5908.384948
Michele Ross,1,5908.384948
Stephanie Key,1,5908.384948
Mrs. Carla James MD,1,5908.384948
Jonathan May,1,5908.384948
Adrian Robertson,1,5908.384948
Timothy Weiss,1,5908.384948
Megan Hood,1,5908.384948
Sandra Cooper,1,5908.384948
Daniel Watts,2,5908.384948
Joshua Allen DDS,1,5908.384948
Lisa Harper,1,5908.384948
Brian Miller,2,31359.42142
Pamela Ramos,2,22898.74415
Tiffany Jacobs,1,5908.384948
Kenneth Clark,1,5908.384948
Douglas Palmer,1,5908.384948
Wayne Rose,1,5908.384948
Alicia Mack,1,0
Katherine Mitchell,1,11070.0144
Janet Bond,1,17283.2772
Sherry Hunt,2,22195.33865
Christian Parker,1,0
Mary Woods,1,5086.443525
Amy Lawson,1,5086.443525
Wesley Powell,1,5086.443525
Eric Murray,2,138643.7579
Ricky Jones,2,0
Mr. Juan Williams MD,1,2849.532833
Douglas Castillo,1,2849.532833
Kim Green,1,2849.532833
Susan Bartlett,1,0
Jamie Morales,1,5136.8005
Deanna Schaefer,1,0
Brenda Gallagher,1,0
Rebecca Reed,1,0
Randall Holt,1,185.4431125
Bruce Donaldson,1,185.4431125
Martha Stafford,1,185.4431125
Michelle Maxwell,1,185.4431125
Debbie Saunders,1,185.4431125
Miss Sharon White,1,185.4431125
Ryan Proctor,1,185.4431125
Benjamin Foster,1,185.4431125
Douglas Graham,1,185.4431125
Charles Williams,3,173794.372
Emily Branch,1,185.4431125
Brandon Thomas,1,185.4431125
Sheila Jones,1,185.4431125
Robin Mendez,1,185.4431125
Diana Perez,1,185.4431125
Hannah Holt,1,185.4431125
Tyler Hughes,1,185.4431125
Hannah Parker,1,185.4431125
Rebecca Johnson,2,185.4431125
Robert Griffin,2,3773.131333
Andre Brown,1,185.4431125
Mark Gonzalez,1,185.4431125
Kimberly Alexander,1,185.4431125
Tara Morris,1,185.4431125
Sarah Campbell,2,796.4401642
Mariah Robinson,1,185.4431125
Kristy Watson,1,185.4431125
Corey West,1,185.4431125
Martin Cervantes,1,185.4431125
